line_code	env_code	FTdap	FTgdd
Line2	FU_08	75	2272.185
Line2	HA_08	71	2512.755
Line2	ISA_08	89.5	1692.1575
Line2	ISI_08	65	2331.585
Line2	TH_08	70	2462.085
Line2	TS_07	81.5	1913.2425
Line2	TS_08E	106	1730.835
Line2	TS_08L	69.5	2069.01
Line2	TS_09	89	1976.535
Line20	FU_08	68	2025.045
Line20	HA_08	63	2223.855
Line20	ISA_08	89	1692.1575
Line20	ISI_08	61	2188.845
Line20	TH_08	NA	NA
Line20	TS_07	82.5	1947.9825
Line20	TS_08E	109	1827
Line20	TS_08L	61.5	1860.705
Line20	TS_09	89.5	1976.535
Line21	FU_08	78	2370.2775
Line21	HA_08	NA	NA
Line21	ISA_08	93.5	1835.0325
Line21	ISI_08	82	2898.045
Line21	TH_08	79.5	2767.59
Line21	TS_07	84	2019.6225
Line21	TS_08E	113.5	1955.655
Line21	TS_08L	75.5	2257.7175
Line21	TS_09	92.5	2074.455
Line22	FU_08	70.5	2097.465
Line22	HA_08	68	2412.54
Line22	ISA_08	86.5	1593.945
Line22	ISI_08	68.5	2438.325
Line22	TH_08	66	2342.79
Line22	TS_07	77	1799.91
Line22	TS_08E	105	1696.725
Line22	TS_08L	63	1906.155
Line22	TS_09	82	1769.985
Line23	FU_08	78	2370.2775
Line23	HA_08	75.5	2653.29
Line23	ISA_08	87.5	1629.18
Line23	ISI_08	78	2778.93
Line23	TH_08	NA	NA
Line23	TS_07	81.5	1913.2425
Line23	TS_08E	106	1730.835
Line23	TS_08L	73	2196.405
Line23	TS_09	85.5	1857.015
Line24	FU_08	71.5	2133.735
Line24	HA_08	78	2754.18
Line24	ISA_08	85.5	1561.86
Line24	ISI_08	75	2675.07
Line24	TH_08	79	2767.59
Line24	TS_07	80	1878.8175
Line24	TS_08E	102	1600.965
Line24	TS_08L	67	2009.25
Line24	TS_09	83.5	1803.96
Line25	FU_08	71	2133.735
Line25	HA_08	77.5	2720.07
Line25	ISA_08	90.5	1725.0975
Line25	ISI_08	79	2809.44
Line25	TH_08	76	2663.19
Line25	TS_07	81.5	1913.2425
Line25	TS_08E	110	1859.175
Line25	TS_08L	71	2129.175
Line25	TS_09	89.5	1976.535
Line26	FU_08	67	1989.945
Line26	HA_08	69	2448.54
Line26	ISA_08	83.5	1498.32
Line26	ISI_08	67	2401.065
Line26	TH_08	67	2371.59
Line26	TS_07	75.5	1736.5275
Line26	TS_08E	99.5	1524.285
Line26	TS_08L	62	1882.305
Line26	TS_09	79	1677.42
Line27	FU_08	74	2239.485
Line27	HA_08	73	2581.695
Line27	ISA_08	91	1761.0975
Line27	ISI_08	74.5	2640.87
Line27	TH_08	75.5	2628.9
Line27	TS_07	82.5	1947.9825
Line27	TS_08E	108.5	1794.42
Line27	TS_08L	69.5	2069.01
Line27	TS_09	88	1943.955
Line28	FU_08	79	2400.405
Line28	HA_08	70.5	2478.87
Line28	ISA_08	90	1725.0975
Line28	ISI_08	71	2539.17
Line28	TH_08	68.5	2400.885
Line28	TS_07	83.5	1984.4325
Line28	TS_08E	104	1663.74
Line28	TS_08L	73	2196.405
Line28	TS_09	89	1976.535
Line29	FU_08	69	2060.535
Line29	HA_08	70	2478.87
Line29	ISA_08	89	1692.1575
Line29	ISI_08	71.5	2539.17
Line29	TH_08	67	2371.59
Line29	TS_07	83.5	1984.4325
Line29	TS_08E	105.5	1696.725
Line29	TS_08L	65.5	1953
Line29	TS_09	86	1883.25
Line3	FU_08	71	2133.735
Line3	HA_08	65	2297.925
Line3	ISA_08	95	1906.83
Line3	ISI_08	64	2295.765
Line3	TH_08	64	2272.32
Line3	TS_07	88.5	2160.4275
Line3	TS_08E	119	2162.61
Line3	TS_08L	69	2069.01
Line3	TS_09	97	2218.3425
Line30	FU_08	77	2340.09
Line30	HA_08	74	2617.56
Line30	ISA_08	89	1692.1575
Line30	ISI_08	70.5	2506.68
Line30	TH_08	74.5	2595.375
Line30	TS_07	84	2019.6225
Line30	TS_08E	103	1629.855
Line30	TS_08L	70.5	2098.575
Line30	TS_09	87.5	1913.4
Line31	FU_08	84	2538.63
Line31	HA_08	73	2581.695
Line31	ISA_08	101	2094.21
Line31	ISI_08	76	2710.17
Line31	TH_08	72.5	2528.28
Line31	TS_07	90.5	2238.8625
Line31	TS_08E	116.5	2060.46
Line31	TS_08L	77.5	2319.0075
Line31	TS_09	100.5	2308.2075
Line32	FU_08	72.5	2169.945
Line32	HA_08	72	2546.73
Line32	ISA_08	90.5	1725.0975
Line32	ISI_08	73.5	2606.22
Line32	TH_08	71	2495.295
Line32	TS_07	80	1878.8175
Line32	TS_08E	104.5	1663.74
Line32	TS_08L	66.5	1979.865
Line32	TS_09	86.5	1883.25
Line33	FU_08	70.5	2097.465
Line33	HA_08	65	2297.925
Line33	ISA_08	93	1835.0325
Line33	ISI_08	60.5	2152.89
Line33	TH_08	60	2135.7
Line33	TS_07	84	2019.6225
Line33	TS_08E	112	1924.83
Line33	TS_08L	61.5	1860.705
Line33	TS_09	95	2165.5125
Line34	FU_08	90.5	2700.18
Line34	HA_08	66	2335.05
Line34	ISA_08	116	2609.46
Line34	ISI_08	65	2331.585
Line34	TH_08	62	2207.025
Line34	TS_07	100.5	2598.39
Line34	TS_08E	137	2780.0325
Line34	TS_08L	79	2378.2725
Line34	TS_09	113.5	2715.435
Line35	FU_08	72	2169.945
Line35	HA_08	64.5	2261.385
Line35	ISA_08	96.5	1942.965
Line35	ISI_08	63.5	2260.17
Line35	TH_08	63.5	2238.21
Line35	TS_07	84.5	2019.6225
Line35	TS_08E	115	2025.225
Line35	TS_08L	63.5	1906.155
Line35	TS_09	97	2218.3425
Line36	FU_08	81.5	2455.98
Line36	HA_08	66.5	2335.05
Line36	ISA_08	108.5	2329.695
Line36	ISI_08	68	2438.325
Line36	TH_08	61	2171.43
Line36	TS_07	97.5	2492.19
Line36	TS_08E	131	2575.08
Line36	TS_08L	73	2196.405
Line36	TS_09	107.5	2528.82
Line37	FU_08	72.5	2169.945
Line37	HA_08	68	2412.54
Line37	ISA_08	95	1906.83
Line37	ISI_08	69	2473.02
Line37	TH_08	64	2272.32
Line37	TS_07	88.5	2160.4275
Line37	TS_08E	112	1924.83
Line37	TS_08L	69	2069.01
Line37	TS_09	93.5	2108.205
Line38	FU_08	63.5	1848.69
Line38	HA_08	62	2186.235
Line38	ISA_08	81.5	1437.8175
Line38	ISI_08	61.5	2188.845
Line38	TH_08	59	2099.835
Line38	TS_07	73	1670.6925
Line38	TS_08E	96.5	1437.075
Line38	TS_08L	56.5	1714.32
Line38	TS_09	78.5	1643.94
Line39	FU_08	71	2133.735
Line39	HA_08	69.5	2448.54
Line39	ISA_08	87	1629.18
Line39	ISI_08	69.5	2473.02
Line39	TH_08	66	2342.79
Line39	TS_07	77.5	1799.91
Line39	TS_08E	106.5	1730.835
Line39	TS_08L	59	1807.785
Line39	TS_09	86	1883.25
Line4	FU_08	79	2400.405
Line4	HA_08	63.5	2223.855
Line4	ISA_08	106.5	2261.745
Line4	ISI_08	66	2366.685
Line4	TH_08	62	2207.025
Line4	TS_07	94	2384.2575
Line4	TS_08E	125.5	2355.57
Line4	TS_08L	70	2098.575
Line4	TS_09	106.5	2498.895
Line40	FU_08	66.5	1953.87
Line40	HA_08	67	2372.67
Line40	ISA_08	82.5	1467.585
Line40	ISI_08	65	2331.585
Line40	TH_08	59	2099.835
Line40	TS_07	76	1769.1525
Line40	TS_08E	98.5	1498.365
Line40	TS_08L	65	1953
Line40	TS_09	81	1738.935
Line41	FU_08	66	1953.87
Line41	HA_08	62	2186.235
Line41	ISA_08	89	1692.1575
Line41	ISI_08	60	2152.89
Line41	TH_08	NA	NA
Line41	TS_07	82.5	1947.9825
Line41	TS_08E	107.5	1762.92
Line41	TS_08L	60.5	1837.8
Line41	TS_09	89	1976.535
Line42	FU_08	68.5	2025.045
Line42	HA_08	72	2546.73
Line42	ISA_08	86	1593.945
Line42	ISI_08	70	2506.68
Line42	TH_08	71	2495.295
Line42	TS_07	78	1823.3325
Line42	TS_08E	102	1600.965
Line42	TS_08L	63.5	1906.155
Line42	TS_09	83.5	1803.96
Line43	FU_08	83.5	2511.96
Line43	HA_08	66	2335.05
Line43	ISA_08	107.5	2295.36
Line43	ISI_08	65	2331.585
Line43	TH_08	66	2342.79
Line43	TS_07	97	2492.19
Line43	TS_08E	130	2536.785
Line43	TS_08L	73	2196.405
Line43	TS_09	109	2590.605
Line44	FU_08	76	2304.375
Line44	HA_08	76	2688.885
Line44	ISA_08	95.5	1906.83
Line44	ISI_08	75.5	2675.07
Line44	TH_08	75	2628.9
Line44	TS_07	89	2199.3975
Line44	TS_08E	112	1924.83
Line44	TS_08L	70.5	2098.575
Line44	TS_09	92.5	2074.455
Line45	FU_08	73	2206.095
Line45	HA_08	68.5	2412.54
Line45	ISA_08	89.5	1692.1575
Line45	ISI_08	69.5	2473.02
Line45	TH_08	65	2307.465
Line45	TS_07	82	1947.9825
Line45	TS_08E	107.5	1762.92
Line45	TS_08L	70	2098.575
Line45	TS_09	88.5	1943.955
Line46	FU_08	69	2060.535
Line46	HA_08	53	1876.365
Line46	ISA_08	90.5	1725.0975
Line46	ISI_08	59.5	2116.44
Line46	TH_08	58	2064.87
Line46	TS_07	84.5	2019.6225
Line46	TS_08E	111.5	1893.015
Line46	TS_08L	61.5	1860.705
Line46	TS_09	93.5	2108.205
Line47	FU_08	84	2538.63
Line47	HA_08	68.5	2412.54
Line47	ISA_08	94.5	1870.4025
Line47	ISI_08	68.5	2438.325
Line47	TH_08	71	2495.295
Line47	TS_07	85.5	2053.8225
Line47	TS_08E	110	1859.175
Line47	TS_08L	73.5	2196.405
Line47	TS_09	92.5	2074.455
Line48	FU_08	75.5	2272.185
Line48	HA_08	61.5	2146.725
Line48	ISA_08	99	2034.315
Line48	ISI_08	61	2188.845
Line48	TH_08	NA	NA
Line48	TS_07	87.5	2124.4725
Line48	TS_08E	120	2196.99
Line48	TS_08L	67	2009.25
Line48	TS_09	102	2373.84
Line49	FU_08	75	2272.185
Line49	HA_08	61.5	2146.725
Line49	ISA_08	99.5	2034.315
Line49	ISI_08	61	2188.845
Line49	TH_08	59	2099.835
Line49	TS_07	86	2088.4275
Line49	TS_08E	118.5	2128.185
Line49	TS_08L	66	1979.865
Line49	TS_09	102.5	2373.84
Line5	FU_08	68	2025.045
Line5	HA_08	71.5	2512.755
Line5	ISA_08	84	1530.585
Line5	ISI_08	66	2366.685
Line5	TH_08	67.5	2371.59
Line5	TS_07	80	1878.8175
Line5	TS_08E	101.5	1574.82
Line5	TS_08L	62	1882.305
Line5	TS_09	82	1769.985
Line50	FU_08	76.5	2304.375
Line50	HA_08	63.5	2223.855
Line50	ISA_08	102.5	2126.61
Line50	ISI_08	63.5	2260.17
Line50	TH_08	61	2171.43
Line50	TS_07	92	2309.6025
Line50	TS_08E	124	2322.405
Line50	TS_08L	69	2069.01
Line50	TS_09	103.5	2406.555
Line51	FU_08	89	2668.98
Line51	HA_08	68	2412.54
Line51	ISA_08	116.5	2609.46
Line51	ISI_08	65	2331.585
Line51	TH_08	65	2307.465
Line51	TS_07	103.5	2696.3775
Line51	TS_08E	140	2886.1425
Line51	TS_08L	79.5	2378.2725
Line51	TS_09	116.5	2812.635
Line52	FU_08	70	2097.465
Line52	HA_08	61.5	2146.725
Line52	ISA_08	94.5	1870.4025
Line52	ISI_08	59	2116.44
Line52	TH_08	60.5	2135.7
Line52	TS_07	86.5	2088.4275
Line52	TS_08E	113	1955.655
Line52	TS_08L	64	1930.2525
Line52	TS_09	94.5	2140.9425
Line53	FU_08	97	2909.79
Line53	HA_08	63.5	2223.855
Line53	ISA_08	122	2771.415
Line53	ISI_08	61	2188.845
Line53	TH_08	59.5	2099.835
Line53	TS_07	99	2561.85
Line53	TS_08E	133.5	2640.5325
Line53	TS_08L	81	2429.7525
Line53	TS_09	118	2876.9175
Line54	FU_08	65.5	1917.69
Line54	HA_08	69	2448.54
Line54	ISA_08	84	1530.585
Line54	ISI_08	65.5	2331.585
Line54	TH_08	66.5	2342.79
Line54	TS_07	76.5	1769.1525
Line54	TS_08E	99.5	1524.285
Line54	TS_08L	59.5	1807.785
Line54	TS_09	81	1738.935
Line55	FU_08	79	2400.405
Line55	HA_08	67	2372.67
Line55	ISA_08	105.5	2230.155
Line55	ISI_08	62.5	2224.665
Line55	TH_08	62	2207.025
Line55	TS_07	91.5	2274.0075
Line55	TS_08E	122.5	2260.845
Line55	TS_08L	70	2098.575
Line55	TS_09	104	2439.54
Line56	FU_08	69.5	2060.535
Line56	HA_08	67	2372.67
Line56	ISA_08	92.5	1797.8625
Line56	ISI_08	66.5	2366.685
Line56	TH_08	65.5	2307.465
Line56	TS_07	82.5	1947.9825
Line56	TS_08E	110	1859.175
Line56	TS_08L	65.5	1953
Line56	TS_09	88	1943.955
Line57	FU_08	72	2169.945
Line57	HA_08	65.5	2297.925
Line57	ISA_08	96.5	1942.965
Line57	ISI_08	61.5	2188.845
Line57	TH_08	64.5	2272.32
Line57	TS_07	83.5	1984.4325
Line57	TS_08E	113	1955.655
Line57	TS_08L	64	1930.2525
Line57	TS_09	94	2140.9425
Line58	FU_08	71	2133.735
Line58	HA_08	71	2512.755
Line58	ISA_08	87.5	1629.18
Line58	ISI_08	63	2260.17
Line58	TH_08	69.5	2429.55
Line58	TS_07	80.5	1878.8175
Line58	TS_08E	98.5	1498.365
Line58	TS_08L	64	1930.2525
Line58	TS_09	83.5	1803.96
Line59	FU_08	81	2455.98
Line59	HA_08	81.5	2853.45
Line59	ISA_08	94.5	1870.4025
Line59	ISI_08	80.5	2838.78
Line59	TH_08	NA	NA
Line59	TS_07	85	2053.8225
Line59	TS_08E	110	1859.175
Line59	TS_08L	76	2289.0825
Line59	TS_09	91	2045.16
Line6	FU_08	77.5	2340.09
Line6	HA_08	68.5	2412.54
Line6	ISA_08	106.5	2261.745
Line6	ISI_08	66	2366.685
Line6	TH_08	65	2307.465
Line6	TS_07	95	2425.0275
Line6	TS_08E	126	2391.93
Line6	TS_08L	70	2098.575
Line6	TS_09	104	2439.54
Line60	FU_08	80.5	2428.935
Line60	HA_08	66	2335.05
Line60	ISA_08	105.5	2230.155
Line60	ISI_08	65	2331.585
Line60	TH_08	61.5	2171.43
Line60	TS_07	97	2492.19
Line60	TS_08E	127	2430.27
Line60	TS_08L	70	2098.575
Line60	TS_09	104	2439.54
Line61	FU_08	76	2304.375
Line61	HA_08	79.5	2789.325
Line61	ISA_08	89	1692.1575
Line61	ISI_08	75	2675.07
Line61	TH_08	77	2697.48
Line61	TS_07	83	1984.4325
Line61	TS_08E	105.5	1696.725
Line61	TS_08L	70	2098.575
Line61	TS_09	86	1883.25
Line62	FU_08	66.5	1953.87
Line62	HA_08	67	2372.67
Line62	ISA_08	89.5	1692.1575
Line62	ISI_08	63	2260.17
Line62	TH_08	66	2342.79
Line62	TS_07	80	1878.8175
Line62	TS_08E	107.5	1762.92
Line62	TS_08L	60	1837.8
Line62	TS_09	85.5	1857.015
Line63	FU_08	75	2272.185
Line63	HA_08	77	2720.07
Line63	ISA_08	89	1692.1575
Line63	ISI_08	77.5	2744.73
Line63	TH_08	78	2732.535
Line63	TS_07	82	1947.9825
Line63	TS_08E	104	1663.74
Line63	TS_08L	69.5	2069.01
Line63	TS_09	86	1883.25
Line64	FU_08	76	2304.375
Line64	HA_08	69.5	2448.54
Line64	ISA_08	90	1725.0975
Line64	ISI_08	66.5	2366.685
Line64	TH_08	67.5	2371.59
Line64	TS_07	81	1913.2425
Line64	TS_08E	106.5	1730.835
Line64	TS_08L	70	2098.575
Line64	TS_09	89.5	1976.535
Line65	FU_08	73	2206.095
Line65	HA_08	75	2653.29
Line65	ISA_08	88	1660.2075
Line65	ISI_08	73	2606.22
Line65	TH_08	75.5	2628.9
Line65	TS_07	80	1878.8175
Line65	TS_08E	104.5	1663.74
Line65	TS_08L	65	1953
Line65	TS_09	84	1834.425
Line66	FU_08	69	2060.535
Line66	HA_08	70.5	2478.87
Line66	ISA_08	85	1561.86
Line66	ISI_08	66	2366.685
Line66	TH_08	66.5	2342.79
Line66	TS_07	80.5	1878.8175
Line66	TS_08E	102	1600.965
Line66	TS_08L	63.5	1906.155
Line66	TS_09	82	1769.985
Line67	FU_08	70	2097.465
Line67	HA_08	74.5	2617.56
Line67	ISA_08	84	1530.585
Line67	ISI_08	74.5	2640.87
Line67	TH_08	74.5	2595.375
Line67	TS_07	78.5	1823.3325
Line67	TS_08E	99	1524.285
Line67	TS_08L	66.5	1979.865
Line67	TS_09	81	1738.935
Line68	FU_08	70	2097.465
Line68	HA_08	62.5	2186.235
Line68	ISA_08	89.5	1692.1575
Line68	ISI_08	61	2188.845
Line68	TH_08	61.5	2171.43
Line68	TS_07	86.5	2088.4275
Line68	TS_08E	110	1859.175
Line68	TS_08L	62.5	1882.305
Line68	TS_09	94	2140.9425
Line69	FU_08	68	2025.045
Line69	HA_08	72	2546.73
Line69	ISA_08	88.5	1660.2075
Line69	ISI_08	67	2401.065
Line69	TH_08	68	2400.885
Line69	TS_07	78	1823.3325
Line69	TS_08E	104	1663.74
Line69	TS_08L	60.5	1837.8
Line69	TS_09	83	1803.96
Line7	FU_08	72	2169.945
Line7	HA_08	76.5	2688.885
Line7	ISA_08	88.5	1660.2075
Line7	ISI_08	74	2640.87
Line7	TH_08	79	2767.59
Line7	TS_07	82.5	1947.9825
Line7	TS_08E	106.5	1730.835
Line7	TS_08L	70	2098.575
Line7	TS_09	86.5	1883.25
Line70	FU_08	77.5	2340.09
Line70	HA_08	85.5	2977.155
Line70	ISA_08	87	1629.18
Line70	ISI_08	81	2868.075
Line70	TH_08	83	2909.295
Line70	TS_07	82	1947.9825
Line70	TS_08E	104	1663.74
Line70	TS_08L	74	2228.1075
Line70	TS_09	85.5	1857.015
Line71	FU_08	85	2566.2
Line71	HA_08	76	2688.885
Line71	ISA_08	100.5	2063.925
Line71	ISI_08	79	2809.44
Line71	TH_08	71	2495.295
Line71	TS_07	90	2238.8625
Line71	TS_08E	117.5	2095.92
Line71	TS_08L	81.5	2429.7525
Line71	TS_09	101.5	2339.6175
Line72	FU_08	65	1917.69
Line72	HA_08	65.5	2297.925
Line72	ISA_08	87.5	1629.18
Line72	ISI_08	63.5	2260.17
Line72	TH_08	NA	NA
Line72	TS_07	79	1847.8125
Line72	TS_08E	104.5	1663.74
Line72	TS_08L	61	1860.705
Line72	TS_09	83.5	1803.96
Line73	FU_08	84.5	2538.63
Line73	HA_08	65.5	2297.925
Line73	ISA_08	109.5	2363.4
Line73	ISI_08	68	2438.325
Line73	TH_08	61.5	2171.43
Line73	TS_07	96.5	2463.705
Line73	TS_08E	125.5	2355.57
Line73	TS_08L	76	2289.0825
Line73	TS_09	109	2590.605
Line74	FU_08	68.5	2025.045
Line74	HA_08	74	2617.56
Line74	ISA_08	89.5	1692.1575
Line74	ISI_08	73	2606.22
Line74	TH_08	71	2495.295
Line74	TS_07	81.5	1913.2425
Line74	TS_08E	107	1762.92
Line74	TS_08L	67.5	2009.25
Line74	TS_09	86	1883.25
Line75	FU_08	77.5	2340.09
Line75	HA_08	65.5	2297.925
Line75	ISA_08	99	2034.315
Line75	ISI_08	66	2366.685
Line75	TH_08	63.5	2238.21
Line75	TS_07	90	2238.8625
Line75	TS_08E	114	1989.54
Line75	TS_08L	70	2098.575
Line75	TS_09	102	2373.84
Line76	FU_08	72	2169.945
Line76	HA_08	64.5	2261.385
Line76	ISA_08	93.5	1835.0325
Line76	ISI_08	61.5	2188.845
Line76	TH_08	60.5	2135.7
Line76	TS_07	86.5	2088.4275
Line76	TS_08E	112	1924.83
Line76	TS_08L	64.5	1930.2525
Line76	TS_09	94.5	2140.9425
Line77	FU_08	85.5	2566.2
Line77	HA_08	69.5	2448.54
Line77	ISA_08	104	2197.89
Line77	ISI_08	69	2473.02
Line77	TH_08	62	2207.025
Line77	TS_07	95.5	2425.0275
Line77	TS_08E	126	2391.93
Line77	TS_08L	72	2162.16
Line77	TS_09	106.5	2498.895
Line78	FU_08	103.5	3081.735
Line78	HA_08	78	2754.18
Line78	ISA_08	131.5	3004.515
Line78	ISI_08	76	2710.17
Line78	TH_08	79.5	2767.59
Line78	TS_07	113	2993.4225
Line78	TS_08E	148	3102.075
Line78	TS_08L	94	2764.935
Line78	TS_09	124.5	3048.9075
Line79	FU_08	98	2939.46
Line79	HA_08	73.5	2581.695
Line79	ISA_08	116.5	2609.46
Line79	ISI_08	72.5	2573.01
Line79	TH_08	69.5	2429.55
Line79	TS_07	103.5	2696.3775
Line79	TS_08E	134.5	2673.2925
Line79	TS_08L	89	2644.6275
Line79	TS_09	115	2778.93
Line8	FU_08	78.5	2370.2775
Line8	HA_08	66	2335.05
Line8	ISA_08	98	2004.12
Line8	ISI_08	65	2331.585
Line8	TH_08	65.5	2307.465
Line8	TS_07	88	2160.4275
Line8	TS_08E	116	2060.46
Line8	TS_08L	71.5	2129.175
Line8	TS_09	96.5	2192.2425
Line80	FU_08	107	3191.37
Line80	HA_08	83.5	2911.41
Line80	ISA_08	126.5	2870.1
Line80	ISI_08	90.5	3159.54
Line80	TH_08	81.5	2838.195
Line80	TS_07	114	3025.2375
Line80	TS_08E	146.5	3054.1275
Line80	TS_08L	98.5	2850.75
Line80	TS_09	124.5	3048.9075
Line81	FU_08	84	2538.63
Line81	HA_08	69	2448.54
Line81	ISA_08	111	2431.35
Line81	ISI_08	69	2473.02
Line81	TH_08	65.5	2307.465
Line81	TS_07	97.5	2492.19
Line81	TS_08E	132.5	2610.2475
Line81	TS_08L	71.5	2129.175
Line81	TS_09	111	2654.64
Line82	FU_08	105	3136.125
Line82	HA_08	89	3110.76
Line82	ISA_08	122	2771.415
Line82	ISI_08	91.5	3194.19
Line82	TH_08	87.5	3051.945
Line82	TS_07	109.5	2887.38
Line82	TS_08E	137.5	2780.0325
Line82	TS_08L	92.5	2715.2775
Line82	TS_09	116.5	2812.635
Line83	FU_08	113	3364.185
Line83	HA_08	85.5	2977.155
Line83	ISA_08	142.5	3309.5475
Line83	ISI_08	88.5	3089.88
Line83	TH_08	84	2944.845
Line83	TS_07	126.5	3382.0425
Line83	TS_08E	158.5	3399.93
Line83	TS_08L	107.5	3004.3125
Line83	TS_09	143	3509.9775
Line84	FU_08	76	2304.375
Line84	HA_08	61.5	2146.725
Line84	ISA_08	106	2261.745
Line84	ISI_08	62	2224.665
Line84	TH_08	59	2099.835
Line84	TS_07	95.5	2425.0275
Line84	TS_08E	124	2322.405
Line84	TS_08L	69	2069.01
Line84	TS_09	107	2528.82
Line85	FU_08	78	2370.2775
Line85	HA_08	72.5	2546.73
Line85	ISA_08	94	1870.4025
Line85	ISI_08	76.5	2710.17
Line85	TH_08	67.5	2371.59
Line85	TS_07	85.5	2053.8225
Line85	TS_08E	108.5	1794.42
Line85	TS_08L	74.5	2228.1075
Line85	TS_09	91	2045.16
Line86	FU_08	83	2511.96
Line86	HA_08	80.5	2824.65
Line86	ISA_08	94	1870.4025
Line86	ISI_08	81.5	2868.075
Line86	TH_08	76	2663.19
Line86	TS_07	86.5	2088.4275
Line86	TS_08E	106	1730.835
Line86	TS_08L	76	2289.0825
Line86	TS_09	91	2045.16
Line87	FU_08	82	2484.465
Line87	HA_08	76	2688.885
Line87	ISA_08	91	1761.0975
Line87	ISI_08	77	2744.73
Line87	TH_08	72	2528.28
Line87	TS_07	83.5	1984.4325
Line87	TS_08E	104	1663.74
Line87	TS_08L	74	2228.1075
Line87	TS_09	89	1976.535
Line88	FU_08	76.5	2304.375
Line88	HA_08	68	2412.54
Line88	ISA_08	94	1870.4025
Line88	ISI_08	69	2473.02
Line88	TH_08	63	2238.21
Line88	TS_07	84	2019.6225
Line88	TS_08E	107.5	1762.92
Line88	TS_08L	71.5	2129.175
Line88	TS_09	89.5	1976.535
Line89	FU_08	72.5	2169.945
Line89	HA_08	63.5	2223.855
Line89	ISA_08	100	2063.925
Line89	ISI_08	62.5	2224.665
Line89	TH_08	64.5	2272.32
Line89	TS_07	87.5	2124.4725
Line89	TS_08E	114.5	1989.54
Line89	TS_08L	69	2069.01
Line89	TS_09	95.5	2165.5125
Line9	FU_08	85.5	2566.2
Line9	HA_08	70	2478.87
Line9	ISA_08	110	2397.735
Line9	ISI_08	66	2366.685
Line9	TH_08	65	2307.465
Line9	TS_07	99	2561.85
Line9	TS_08E	130.5	2536.785
Line9	TS_08L	76.5	2289.0825
Line9	TS_09	109	2590.605
Line90	FU_08	112	3335.775
Line90	HA_08	80	2824.65
Line90	ISA_08	150.5	3518.685
Line90	ISI_08	82	2898.045
Line90	TH_08	77	2697.48
Line90	TS_07	128	3440.0025
Line90	TS_08E	168.5	3689.46
Line90	TS_08L	94.5	2764.935
Line90	TS_09	146	3573.945
Line91	FU_08	103.5	3081.735
Line91	HA_08	69	2448.54
Line91	ISA_08	125	2847.15
Line91	ISI_08	69	2473.02
Line91	TH_08	66	2342.79
Line91	TS_07	98	2524.725
Line91	TS_08E	135	2707.7175
Line91	TS_08L	90	2671.9425
Line91	TS_09	119	2906.01
Line92	FU_08	86.5	2588.16
Line92	HA_08	72	2546.73
Line92	ISA_08	112.5	2466.585
Line92	ISI_08	70	2506.68
Line92	TH_08	68	2400.885
Line92	TS_07	101.5	2634.5025
Line92	TS_08E	136.5	2742.5925
Line92	TS_08L	77.5	2319.0075
Line92	TS_09	113.5	2715.435
Line93	FU_08	90	2700.18
Line93	HA_08	70	2478.87
Line93	ISA_08	117	2638.305
Line93	ISI_08	71	2539.17
Line93	TH_08	67.5	2371.59
Line93	TS_07	102	2664.3375
Line93	TS_08E	137.5	2780.0325
Line93	TS_08L	78	2349.3375
Line93	TS_09	115.5	2778.93
Line94	FU_08	89	2668.98
Line94	HA_08	63	2223.855
Line94	ISA_08	111	2431.35
Line94	ISI_08	63	2260.17
Line94	TH_08	61	2171.43
Line94	TS_07	96	2463.705
Line94	TS_08E	128	2463.84
Line94	TS_08L	77.5	2319.0075
Line94	TS_09	109.5	2590.605
Line95	FU_08	72	2169.945
Line95	HA_08	66	2335.05
Line95	ISA_08	99	2034.315
Line95	ISI_08	63.5	2260.17
Line95	TH_08	65	2307.465
Line95	TS_07	86	2088.4275
Line95	TS_08E	115.5	2025.225
Line95	TS_08L	66	1979.865
Line95	TS_09	95.5	2165.5125
Line96	FU_08	85	2566.2
Line96	HA_08	63.5	2223.855
Line96	ISA_08	114.5	2539.575
Line96	ISI_08	67	2401.065
Line96	TH_08	60.5	2135.7
Line96	TS_07	100	2598.39
Line96	TS_08E	135.5	2707.7175
Line96	TS_08L	77	2319.0075
Line96	TS_09	111.5	2654.64
Line97	FU_08	105	3136.125
Line97	HA_08	72.5	2546.73
Line97	ISA_08	133	3065.085
Line97	ISI_08	74.5	2640.87
Line97	TH_08	71	2495.295
Line97	TS_07	110.5	2917.1475
Line97	TS_08E	144	3009.6225
Line97	TS_08L	89.5	2644.6275
Line97	TS_09	126	3098.52
Line98	FU_08	77	2340.09
Line98	HA_08	62.5	2186.235
Line98	ISA_08	105.5	2230.155
Line98	ISI_08	64	2295.765
Line98	TH_08	60	2135.7
Line98	TS_07	94.5	2384.2575
Line98	TS_08E	125	2355.57
Line98	TS_08L	69	2069.01
Line98	TS_09	104.5	2439.54
Line99	FU_08	89.5	2668.98
Line99	HA_08	75	2653.29
Line99	ISA_08	103.5	2160.9
Line99	ISI_08	79	2809.44
Line99	TH_08	70.5	2462.085
Line99	TS_07	93	2346.5475
Line99	TS_08E	120.5	2196.99
Line99	TS_08L	78.5	2349.3375
Line99	TS_09	99.5	2277.2025
