Loc	Rep	Entry	FT
ISI_08	1	Line116	73
TS_08L	1	Line116	83
FU_08	1	Line116	97
TS_07	1	Line116	100
TS_09	1	Line116	107
ISA_08	1	Line116	110
TS_08E	1	Line116	126
TH_08	2	Line116	70
HA_08	2	Line116	72
ISI_08	2	Line116	75
TS_08L	2	Line116	83
FU_08	2	Line116	97
TS_07	2	Line116	100
TS_09	2	Line116	109
ISA_08	2	Line116	108
TS_08E	2	Line116	126
TH_08	1	Line117	74
HA_08	1	Line117	77
ISI_08	1	Line117	78
TS_08L	1	Line117	96
FU_08	1	Line117	108
TS_07	1	Line117	120
TS_09	1	Line117	137
ISA_08	1	Line117	140
TS_08E	1	Line117	161
TH_08	2	Line117	74
HA_08	2	Line117	76
ISI_08	2	Line117	78
TS_08L	2	Line117	95
FU_08	2	Line117	106
TS_07	2	Line117	118
TS_09	2	Line117	138
ISA_08	2	Line117	138
TS_08E	2	Line117	159
TH_08	1	Line118	69
HA_08	1	Line118	72
ISI_08	1	Line118	68
TS_08L	1	Line118	66
FU_08	1	Line118	70
TS_07	1	Line118	80
TS_09	1	Line118	84
ISA_08	1	Line118	87
TS_08E	1	Line118	105
TH_08	2	Line118	71
HA_08	2	Line118	72
ISI_08	2	Line118	71
TS_08L	2	Line118	65
FU_08	2	Line118	70
TS_07	2	Line118	79
TS_09	2	Line118	86
ISA_08	2	Line118	85
TS_08E	2	Line118	103
TH_08	1	Line119	73
HA_08	1	Line119	76
ISI_08	1	Line119	79
TS_08L	1	Line119	97
FU_08	1	Line119	110
TS_07	1	Line119	124
TS_09	1	Line119	132
ISA_08	1	Line119	132
TS_08E	1	Line119	155
TH_08	2	Line119	75
HA_08	2	Line119	76
ISI_08	2	Line119	79
TS_08L	2	Line119	97
FU_08	2	Line119	106
TS_07	2	Line119	120
TS_09	2	Line119	133
ISA_08	2	Line119	131
TS_08E	2	Line119	151
TH_08	1	Line120	76
HA_08	1	Line120	79
ISI_08	1	Line120	76
TS_08L	1	Line120	80
FU_08	1	Line120	83
TS_07	1	Line120	87
TS_09	1	Line120	96
ISA_08	1	Line120	99
TS_08E	1	Line120	114
TH_08	2	Line120	73
HA_08	2	Line120	79
ISI_08	2	Line120	77
TS_08L	2	Line120	81
FU_08	2	Line120	84
TS_07	2	Line120	89
TS_09	2	Line120	96
ISA_08	2	Line120	97
TS_08E	2	Line120	112
TH_08	1	Line121	59
HA_08	1	Line121	63
ISI_08	1	Line121	63
TS_08L	1	Line121	78
FU_08	1	Line121	89
TS_07	1	Line121	91
TS_09	1	Line121	103
ISA_08	1	Line121	104
TS_08E	1	Line121	115
TH_08	2	Line121	61
HA_08	2	Line121	63
ISI_08	2	Line121	65
TS_08L	2	Line121	77
FU_08	2	Line121	89
TS_07	2	Line121	94
TS_09	2	Line121	104
ISA_08	2	Line121	103
TS_08E	2	Line121	117
TH_08	1	Line122	69
HA_08	1	Line122	68
ISI_08	1	Line122	67
TS_08L	1	Line122	69
FU_08	1	Line122	76
TS_07	1	Line122	91
TS_09	1	Line122	100
ISA_08	1	Line122	103
TS_08E	1	Line122	123
TH_08	2	Line122	68
HA_08	2	Line122	68
ISI_08	2	Line122	69
TS_08L	2	Line122	69
FU_08	2	Line122	77
TS_07	2	Line122	91
TS_09	2	Line122	101
ISA_08	2	Line122	101
TS_08E	2	Line122	123
TH_08	1	Line123	69
HA_08	1	Line123	67
ISI_08	1	Line123	67
TS_08L	1	Line123	70
FU_08	1	Line123	78
TS_07	1	Line123	93
TS_09	1	Line123	102
ISA_08	1	Line123	105
TS_08E	1	Line123	125
TH_08	2	Line123	70
HA_08	2	Line123	68
ISI_08	2	Line123	69
TS_08L	2	Line123	70
FU_08	2	Line123	77
TS_07	2	Line123	94
TS_09	2	Line123	104
ISA_08	2	Line123	104
TS_08E	2	Line123	123
TH_08	1	Line124	84
HA_08	1	Line124	NA
ISI_08	1	Line124	83
TS_08L	1	Line124	91
FU_08	1	Line124	97
TS_07	1	Line124	100
TS_09	1	Line124	112
ISA_08	1	Line124	114
TS_08E	1	Line124	128
TH_08	2	Line124	84
HA_08	2	Line124	NA
ISI_08	2	Line124	87
TS_08L	2	Line124	93
FU_08	2	Line124	97
TS_07	2	Line124	103
TS_09	2	Line124	110
ISA_08	2	Line124	114
TS_08E	2	Line124	128
TH_08	1	Line125	90
HA_08	1	Line125	93
ISI_08	1	Line125	100
TS_08L	1	Line125	99
FU_08	1	Line125	113
TS_07	1	Line125	113
TS_09	1	Line125	121
ISA_08	1	Line125	126
TS_08E	1	Line125	136
TH_08	2	Line125	90
HA_08	2	Line125	93
ISI_08	2	Line125	103
TS_08L	2	Line125	101
FU_08	2	Line125	112
TS_07	2	Line125	113
TS_09	2	Line125	126
ISA_08	2	Line125	125
TS_08E	2	Line125	135
TH_08	1	Line126	62
HA_08	1	Line126	63
ISI_08	1	Line126	66
TS_08L	1	Line126	79
FU_08	1	Line126	89
TS_07	1	Line126	95
TS_09	1	Line126	104
ISA_08	1	Line126	106
TS_08E	1	Line126	124
TH_08	2	Line126	62
HA_08	2	Line126	64
ISI_08	2	Line126	67
TS_08L	2	Line126	80
FU_08	2	Line126	90
TS_07	2	Line126	96
TS_09	2	Line126	106
ISA_08	2	Line126	105
TS_08E	2	Line126	122
TH_08	1	Line127	64
HA_08	1	Line127	62
ISI_08	1	Line127	63
TS_08L	1	Line127	69
FU_08	1	Line127	72
TS_07	1	Line127	86
TS_09	1	Line127	91
ISA_08	1	Line127	94
TS_08E	1	Line127	110
TH_08	2	Line127	64
HA_08	2	Line127	63
ISI_08	2	Line127	63
TS_08L	2	Line127	68
FU_08	2	Line127	74
TS_07	2	Line127	84
TS_09	2	Line127	91
ISA_08	2	Line127	93
TS_08E	2	Line127	109
TH_08	1	Line128	68
HA_08	1	Line128	65
ISI_08	1	Line128	66
TS_08L	1	Line128	71
FU_08	1	Line128	75
TS_07	1	Line128	85
TS_09	1	Line128	92
ISA_08	1	Line128	96
TS_08E	1	Line128	111
TH_08	2	Line128	67
HA_08	2	Line128	65
ISI_08	2	Line128	67
TS_08L	2	Line128	72
FU_08	2	Line128	76
TS_07	2	Line128	87
TS_09	2	Line128	92
ISA_08	2	Line128	95
TS_08E	2	Line128	110
TH_08	1	Line129	62
HA_08	1	Line129	61
ISI_08	1	Line129	60
TS_08L	1	Line129	66
FU_08	1	Line129	75
TS_07	1	Line129	86
TS_09	1	Line129	95
ISA_08	1	Line129	93
TS_08E	1	Line129	112
TH_08	2	Line129	61
HA_08	2	Line129	61
ISI_08	2	Line129	61
TS_08L	2	Line129	69
FU_08	2	Line129	75
TS_07	2	Line129	85
TS_09	2	Line129	96
ISA_08	2	Line129	92
TS_08E	2	Line129	110
TH_08	1	Line130	66
HA_08	1	Line130	65
ISI_08	1	Line130	68
TS_08L	1	Line130	84
FU_08	1	Line130	94
TS_07	1	Line130	101
TS_09	1	Line130	114
ISA_08	1	Line130	117
TS_08E	1	Line130	138
TH_08	2	Line130	64
HA_08	2	Line130	67
ISI_08	2	Line130	70
TS_08L	2	Line130	85
FU_08	2	Line130	94
TS_07	2	Line130	104
TS_09	2	Line130	114
ISA_08	2	Line130	117
TS_08E	2	Line130	138
TH_08	1	Line131	73
HA_08	1	Line131	71
ISI_08	1	Line131	69
TS_08L	1	Line131	82
FU_08	1	Line131	91
TS_07	1	Line131	100
TS_09	1	Line131	119
ISA_08	1	Line131	120
TS_08E	1	Line131	141
TH_08	2	Line131	74
HA_08	2	Line131	70
ISI_08	2	Line131	71
TS_08L	2	Line131	82
FU_08	2	Line131	89
TS_07	2	Line131	104
TS_09	2	Line131	119
ISA_08	2	Line131	120
TS_08E	2	Line131	142
TH_08	1	Line132	68
HA_08	1	Line132	67
ISI_08	1	Line132	66
TS_08L	1	Line132	77
FU_08	1	Line132	86
TS_07	1	Line132	100
TS_09	1	Line132	113
ISA_08	1	Line132	115
TS_08E	1	Line132	134
TH_08	2	Line132	68
HA_08	2	Line132	67
ISI_08	2	Line132	67
TS_08L	2	Line132	78
FU_08	2	Line132	85
TS_07	2	Line132	101
TS_09	2	Line132	113
ISA_08	2	Line132	113
TS_08E	2	Line132	133
TH_08	1	Line133	75
HA_08	1	Line133	74
ISI_08	1	Line133	76
TS_08L	1	Line133	79
FU_08	1	Line133	91
TS_07	1	Line133	95
TS_09	1	Line133	103
ISA_08	1	Line133	106
TS_08E	1	Line133	122
TH_08	2	Line133	71
HA_08	2	Line133	75
ISI_08	2	Line133	79
TS_08L	2	Line133	81
FU_08	2	Line133	91
TS_07	2	Line133	94
TS_09	2	Line133	102
ISA_08	2	Line133	105
TS_08E	2	Line133	121
TH_08	1	Line134	69
HA_08	1	Line134	68
ISI_08	1	Line134	68
TS_08L	1	Line134	76
FU_08	1	Line134	87
TS_07	1	Line134	96
TS_09	1	Line134	109
ISA_08	1	Line134	111
TS_08E	1	Line134	130
TH_08	2	Line134	68
HA_08	2	Line134	69
ISI_08	2	Line134	71
TS_08L	2	Line134	76
FU_08	2	Line134	87
TS_07	2	Line134	97
TS_09	2	Line134	108
ISA_08	2	Line134	111
TS_08E	2	Line134	129
TH_08	1	Line135	65
HA_08	1	Line135	65
ISI_08	1	Line135	68
TS_08L	1	Line135	76
FU_08	1	Line135	79
TS_07	1	Line135	88
TS_09	1	Line135	92
ISA_08	1	Line135	96
TS_08E	1	Line135	114
TH_08	2	Line135	61
HA_08	2	Line135	65
ISI_08	2	Line135	71
TS_08L	2	Line135	76
FU_08	2	Line135	79
TS_07	2	Line135	88
TS_09	2	Line135	92
ISA_08	2	Line135	95
TS_08E	2	Line135	113
TH_08	1	Line136	65
HA_08	1	Line136	64
ISI_08	1	Line136	66
TS_08L	1	Line136	83
FU_08	1	Line136	94
TS_07	1	Line136	103
TS_09	1	Line136	118
ISA_08	1	Line136	117
TS_08E	1	Line136	134
TH_08	2	Line136	64
HA_08	2	Line136	65
ISI_08	2	Line136	66
TS_08L	2	Line136	84
FU_08	2	Line136	97
TS_07	2	Line136	105
TS_09	2	Line136	119
ISA_08	2	Line136	118
TS_08E	2	Line136	135
TH_08	1	Line137	65
HA_08	1	Line137	63
ISI_08	1	Line137	65
TS_08L	1	Line137	76
FU_08	1	Line137	86
TS_07	1	Line137	98
TS_09	1	Line137	111
ISA_08	1	Line137	111
TS_08E	1	Line137	130
TH_08	2	Line137	64
HA_08	2	Line137	64
ISI_08	2	Line137	67
TS_08L	2	Line137	76
FU_08	2	Line137	85
TS_07	2	Line137	100
TS_09	2	Line137	112
ISA_08	2	Line137	111
TS_08E	2	Line137	129
TH_08	1	Line138	72
HA_08	1	Line138	73
ISI_08	1	Line138	71
TS_08L	1	Line138	90
FU_08	1	Line138	102
TS_07	1	Line138	115
TS_09	1	Line138	132
ISA_08	1	Line138	133
TS_08E	1	Line138	154
TH_08	2	Line138	71
HA_08	2	Line138	75
ISI_08	2	Line138	72
TS_08L	2	Line138	89
FU_08	2	Line138	102
TS_07	2	Line138	116
TS_09	2	Line138	133
ISA_08	2	Line138	132
TS_08E	2	Line138	154
TH_08	1	Line139	NA
HA_08	1	Line139	76
ISI_08	1	Line139	76
TS_08L	1	Line139	93
FU_08	1	Line139	106
TS_07	1	Line139	115
TS_09	1	Line139	126
ISA_08	1	Line139	132
TS_08E	1	Line139	151
TH_08	2	Line139	NA
HA_08	2	Line139	76
ISI_08	2	Line139	75
TS_08L	2	Line139	94
FU_08	2	Line139	106
TS_07	2	Line139	117
TS_09	2	Line139	126
ISA_08	2	Line139	131
TS_08E	2	Line139	151
TH_08	1	Line140	70
HA_08	1	Line140	73
ISI_08	1	Line140	75
TS_08L	1	Line140	91
FU_08	1	Line140	107
TS_07	1	Line140	120
TS_09	1	Line140	138
ISA_08	1	Line140	139
TS_08E	1	Line140	154
TH_08	2	Line140	71
HA_08	2	Line140	73
ISI_08	2	Line140	75
TS_08L	2	Line140	93
FU_08	2	Line140	106
TS_07	2	Line140	121
TS_09	2	Line140	139
ISA_08	2	Line140	138
TS_08E	2	Line140	157
TH_08	1	Line141	90
HA_08	1	Line141	66
ISI_08	1	Line141	91
TS_08L	1	Line141	97
FU_08	1	Line141	106
TS_07	1	Line141	107
TS_09	1	Line141	116
ISA_08	1	Line141	123
TS_08E	1	Line141	132
TH_08	2	Line141	91
HA_08	2	Line141	66
ISI_08	2	Line141	92
TS_08L	2	Line141	97
FU_08	2	Line141	104
TS_07	2	Line141	108
TS_09	2	Line141	116
ISA_08	2	Line141	118
TS_08E	2	Line141	134
TH_08	1	Line142	58
HA_08	1	Line142	66
ISI_08	1	Line142	64
TS_08L	1	Line142	80
FU_08	1	Line142	92
TS_07	1	Line142	96
TS_09	1	Line142	114
ISA_08	1	Line142	110
TS_08E	1	Line142	135
TH_08	2	Line142	58
HA_08	2	Line142	66
ISI_08	2	Line142	64
TS_08L	2	Line142	81
FU_08	2	Line142	91
TS_07	2	Line142	95
TS_09	2	Line142	111
ISA_08	2	Line142	109
TS_08E	2	Line142	130
TH_08	1	Line143	58
HA_08	1	Line143	67
ISI_08	1	Line143	61
TS_08L	1	Line143	69
FU_08	1	Line143	79
TS_07	1	Line143	96
TS_09	1	Line143	109
ISA_08	1	Line143	109
TS_08E	1	Line143	129
TH_08	2	Line143	58
HA_08	2	Line143	66
ISI_08	2	Line143	61
TS_08L	2	Line143	69
FU_08	2	Line143	77
TS_07	2	Line143	95
TS_09	2	Line143	107
ISA_08	2	Line143	109
TS_08E	2	Line143	125
TH_08	1	Line144	81
HA_08	1	Line144	86
ISI_08	1	Line144	82
TS_08L	1	Line144	101
FU_08	1	Line144	110
TS_07	1	Line144	118
TS_09	1	Line144	133
ISA_08	1	Line144	137
TS_08E	1	Line144	153
TH_08	2	Line144	81
HA_08	2	Line144	87
ISI_08	2	Line144	81
TS_08L	2	Line144	100
FU_08	2	Line144	110
TS_07	2	Line144	117
TS_09	2	Line144	132
ISA_08	2	Line144	136
TS_08E	2	Line144	153
TH_08	1	Line145	66
HA_08	1	Line145	73
ISI_08	1	Line145	69
TS_08L	1	Line145	74
FU_08	1	Line145	82
TS_07	1	Line145	95
TS_09	1	Line145	104
ISA_08	1	Line145	104
TS_08E	1	Line145	124
TH_08	2	Line145	64
HA_08	2	Line145	73
ISI_08	2	Line145	70
TS_08L	2	Line145	74
FU_08	2	Line145	80
TS_07	2	Line145	95
TS_09	2	Line145	103
ISA_08	2	Line145	104
TS_08E	2	Line145	124
TH_08	1	Line146	71
HA_08	1	Line146	67
ISI_08	1	Line146	77
TS_08L	1	Line146	74
FU_08	1	Line146	84
TS_07	1	Line146	87
TS_09	1	Line146	96
ISA_08	1	Line146	96
TS_08E	1	Line146	111
TH_08	2	Line146	71
HA_08	2	Line146	67
ISI_08	2	Line146	76
TS_08L	2	Line146	76
FU_08	2	Line146	82
TS_07	2	Line146	88
TS_09	2	Line146	95
ISA_08	2	Line146	95
TS_08E	2	Line146	111
TH_08	1	Line147	66
HA_08	1	Line147	66
ISI_08	1	Line147	65
TS_08L	1	Line147	74
FU_08	1	Line147	78
TS_07	1	Line147	85
TS_09	1	Line147	96
ISA_08	1	Line147	99
TS_08E	1	Line147	116
TH_08	2	Line147	68
HA_08	2	Line147	68
ISI_08	2	Line147	64
TS_08L	2	Line147	72
FU_08	2	Line147	78
TS_07	2	Line147	87
TS_09	2	Line147	95
ISA_08	2	Line147	98
TS_08E	2	Line147	113
TH_08	1	Line148	64
HA_08	1	Line148	67
ISI_08	1	Line148	65
TS_08L	1	Line148	76
FU_08	1	Line148	89
TS_07	1	Line148	97
TS_09	1	Line148	109
ISA_08	1	Line148	108
TS_08E	1	Line148	126
TH_08	2	Line148	62
HA_08	2	Line148	67
ISI_08	2	Line148	66
TS_08L	2	Line148	75
FU_08	2	Line148	89
TS_07	2	Line148	102
TS_09	2	Line148	109
ISA_08	2	Line148	106
TS_08E	2	Line148	122
TH_08	1	Line149	66
HA_08	1	Line149	70
ISI_08	1	Line149	69
TS_08L	1	Line149	85
FU_08	1	Line149	94
TS_07	1	Line149	105
TS_09	1	Line149	111
ISA_08	1	Line149	114
TS_08E	1	Line149	129
TH_08	2	Line149	64
HA_08	2	Line149	70
ISI_08	2	Line149	68
TS_08L	2	Line149	84
FU_08	2	Line149	97
TS_07	2	Line149	103
TS_09	2	Line149	112
ISA_08	2	Line149	110
TS_08E	2	Line149	128
TH_08	1	Line150	64
HA_08	1	Line150	67
ISI_08	1	Line150	65
TS_08L	1	Line150	70
FU_08	1	Line150	78
TS_07	1	Line150	96
TS_09	1	Line150	104
ISA_08	1	Line150	102
TS_08E	1	Line150	124
TH_08	2	Line150	62
HA_08	2	Line150	66
ISI_08	2	Line150	64
TS_08L	2	Line150	70
FU_08	2	Line150	77
TS_07	2	Line150	97
TS_09	2	Line150	104
ISA_08	2	Line150	102
TS_08E	2	Line150	125
TH_08	1	Line151	74
HA_08	1	Line151	84
ISI_08	1	Line151	86
TS_08L	1	Line151	91
FU_08	1	Line151	101
TS_07	1	Line151	102
TS_09	1	Line151	117
ISA_08	1	Line151	117
TS_08E	1	Line151	135
TH_08	2	Line151	74
HA_08	2	Line151	83
ISI_08	2	Line151	81
TS_08L	2	Line151	88
FU_08	2	Line151	101
TS_07	2	Line151	104
TS_09	2	Line151	117
ISA_08	2	Line151	117
TS_08E	2	Line151	132
TH_08	1	Line152	72
HA_08	1	Line152	75
ISI_08	1	Line152	75
TS_08L	1	Line152	91
FU_08	1	Line152	101
TS_07	1	Line152	106
TS_09	1	Line152	115
ISA_08	1	Line152	120
TS_08E	1	Line152	134
TH_08	2	Line152	71
HA_08	2	Line152	74
ISI_08	2	Line152	76
TS_08L	2	Line152	91
FU_08	2	Line152	101
TS_07	2	Line152	105
TS_09	2	Line152	116
ISA_08	2	Line152	117
TS_08E	2	Line152	133
TH_08	1	Line153	60
HA_08	1	Line153	63
ISI_08	1	Line153	61
TS_08L	1	Line153	74
FU_08	1	Line153	86
TS_07	1	Line153	92
TS_09	1	Line153	109
ISA_08	1	Line153	109
TS_08E	1	Line153	128
TH_08	2	Line153	58
HA_08	2	Line153	66
ISI_08	2	Line153	61
TS_08L	2	Line153	76
FU_08	2	Line153	86
TS_07	2	Line153	92
TS_09	2	Line153	109
ISA_08	2	Line153	109
TS_08E	2	Line153	123
TH_08	1	Line154	59
HA_08	1	Line154	64
ISI_08	1	Line154	61
TS_08L	1	Line154	68
FU_08	1	Line154	74
TS_07	1	Line154	88
TS_09	1	Line154	100
ISA_08	1	Line154	102
TS_08E	1	Line154	121
TH_08	2	Line154	59
HA_08	2	Line154	64
ISI_08	2	Line154	61
TS_08L	2	Line154	67
FU_08	2	Line154	74
TS_07	2	Line154	88
TS_09	2	Line154	100
ISA_08	2	Line154	102
TS_08E	2	Line154	119
TH_08	1	Line155	NA
HA_08	1	Line155	72
ISI_08	1	Line155	68
TS_08L	1	Line155	79
FU_08	1	Line155	90
TS_07	1	Line155	100
TS_09	1	Line155	113
ISA_08	1	Line155	115
TS_08E	1	Line155	134
TH_08	2	Line155	NA
HA_08	2	Line155	72
ISI_08	2	Line155	68
TS_08L	2	Line155	79
FU_08	2	Line155	89
TS_07	2	Line155	103
TS_09	2	Line155	113
ISA_08	2	Line155	115
TS_08E	2	Line155	132
TH_08	1	Line156	NA
HA_08	1	Line156	84
ISI_08	1	Line156	81
TS_08L	1	Line156	76
FU_08	1	Line156	82
TS_07	1	Line156	83
TS_09	1	Line156	87
ISA_08	1	Line156	91
TS_08E	1	Line156	105
TH_08	2	Line156	NA
HA_08	2	Line156	82
ISI_08	2	Line156	79
TS_08L	2	Line156	76
FU_08	2	Line156	80
TS_07	2	Line156	87
TS_09	2	Line156	89
ISA_08	2	Line156	91
TS_08E	2	Line156	105
TH_08	1	Line157	72
HA_08	1	Line157	73
ISI_08	1	Line157	74
TS_08L	1	Line157	76
FU_08	1	Line157	89
TS_07	1	Line157	89
TS_09	1	Line157	92
ISA_08	1	Line157	96
TS_08E	1	Line157	111
TH_08	2	Line157	68
HA_08	2	Line157	73
ISI_08	2	Line157	70
TS_08L	2	Line157	77
FU_08	2	Line157	87
TS_07	2	Line157	89
TS_09	2	Line157	95
ISA_08	2	Line157	95
TS_08E	2	Line157	111
TH_08	1	Line158	NA
HA_08	1	Line158	69
ISI_08	1	Line158	60
TS_08L	1	Line158	64
FU_08	1	Line158	71
TS_07	1	Line158	87
TS_09	1	Line158	98
ISA_08	1	Line158	96
TS_08E	1	Line158	118
TH_08	2	Line158	NA
HA_08	2	Line158	72
ISI_08	2	Line158	62
TS_08L	2	Line158	64
FU_08	2	Line158	72
TS_07	2	Line158	88
TS_09	2	Line158	98
ISA_08	2	Line158	96
TS_08E	2	Line158	117
TH_08	1	Line159	59
HA_08	1	Line159	65
ISI_08	1	Line159	62
TS_08L	1	Line159	67
FU_08	1	Line159	75
TS_07	1	Line159	84
TS_09	1	Line159	94
ISA_08	1	Line159	93
TS_08E	1	Line159	114
TH_08	2	Line159	58
HA_08	2	Line159	63
ISI_08	2	Line159	62
TS_08L	2	Line159	66
FU_08	2	Line159	75
TS_07	2	Line159	84
TS_09	2	Line159	95
ISA_08	2	Line159	93
TS_08E	2	Line159	112
TH_08	1	Line160	59
HA_08	1	Line160	65
ISI_08	1	Line160	60
TS_08L	1	Line160	67
FU_08	1	Line160	75
TS_07	1	Line160	84
TS_09	1	Line160	97
ISA_08	1	Line160	96
TS_08E	1	Line160	115
TH_08	2	Line160	59
HA_08	2	Line160	65
ISI_08	2	Line160	61
TS_08L	2	Line160	67
FU_08	2	Line160	75
TS_07	2	Line160	85
TS_09	2	Line160	99
ISA_08	2	Line160	94
TS_08E	2	Line160	112
TH_08	1	Line161	NA
HA_08	1	Line161	66
ISI_08	1	Line161	64
TS_08L	1	Line161	69
FU_08	1	Line161	78
TS_07	1	Line161	90
TS_09	1	Line161	100
ISA_08	1	Line161	102
TS_08E	1	Line161	119
TH_08	2	Line161	NA
HA_08	2	Line161	65
ISI_08	2	Line161	61
TS_08L	2	Line161	69
FU_08	2	Line161	78
TS_07	2	Line161	90
TS_09	2	Line161	101
ISA_08	2	Line161	104
TS_08E	2	Line161	120
TH_08	1	Line162	66
HA_08	1	Line162	68
ISI_08	1	Line162	69
TS_08L	1	Line162	73
FU_08	1	Line162	NA
TS_07	1	Line162	88
TS_09	1	Line162	97
ISA_08	1	Line162	99
TS_08E	1	Line162	118
TH_08	2	Line162	67
HA_08	2	Line162	70
ISI_08	2	Line162	67
TS_08L	2	Line162	74
FU_08	2	Line162	77
TS_07	2	Line162	92
TS_09	2	Line162	97
ISA_08	2	Line162	100
TS_08E	2	Line162	115
TH_08	1	Line163	NA
HA_08	1	Line163	65
ISI_08	1	Line163	64
TS_08L	1	Line163	70
FU_08	1	Line163	72
TS_07	1	Line163	86
TS_09	1	Line163	98
ISA_08	1	Line163	101
TS_08E	1	Line163	121
TH_08	2	Line163	NA
HA_08	2	Line163	66
ISI_08	2	Line163	64
TS_08L	2	Line163	70
FU_08	2	Line163	73
TS_07	2	Line163	89
TS_09	2	Line163	100
ISA_08	2	Line163	100
TS_08E	2	Line163	118
TH_08	1	Line164	81
HA_08	1	Line164	68
ISI_08	1	Line164	84
TS_08L	1	Line164	87
FU_08	1	Line164	101
TS_07	1	Line164	100
TS_09	1	Line164	111
ISA_08	1	Line164	117
TS_08E	1	Line164	128
TH_08	2	Line164	81
HA_08	2	Line164	68
ISI_08	2	Line164	83
TS_08L	2	Line164	88
FU_08	2	Line164	101
TS_07	2	Line164	99
TS_09	2	Line164	112
ISA_08	2	Line164	113
TS_08E	2	Line164	127
TH_08	1	Line165	NA
HA_08	1	Line165	67
ISI_08	1	Line165	63
TS_08L	1	Line165	71
FU_08	1	Line165	77
TS_07	1	Line165	90
TS_09	1	Line165	98
ISA_08	1	Line165	101
TS_08E	1	Line165	121
TH_08	2	Line165	NA
HA_08	2	Line165	67
ISI_08	2	Line165	64
TS_08L	2	Line165	73
FU_08	2	Line165	77
TS_07	2	Line165	89
TS_09	2	Line165	98
ISA_08	2	Line165	100
TS_08E	2	Line165	116
TH_08	1	Line166	59
HA_08	1	Line166	68
ISI_08	1	Line166	63
TS_08L	1	Line166	76
FU_08	1	Line166	87
TS_07	1	Line166	95
TS_09	1	Line166	106
ISA_08	1	Line166	108
TS_08E	1	Line166	128
TH_08	2	Line166	59
HA_08	2	Line166	66
ISI_08	2	Line166	64
TS_08L	2	Line166	76
FU_08	2	Line166	87
TS_07	2	Line166	97
TS_09	2	Line166	109
ISA_08	2	Line166	108
TS_08E	2	Line166	124
TH_08	1	Line167	59
HA_08	1	Line167	64
ISI_08	1	Line167	61
TS_08L	1	Line167	76
FU_08	1	Line167	89
TS_07	1	Line167	96
TS_09	1	Line167	110
ISA_08	1	Line167	112
TS_08E	1	Line167	130
TH_08	2	Line167	57
HA_08	2	Line167	66
ISI_08	2	Line167	61
TS_08L	2	Line167	76
FU_08	2	Line167	89
TS_07	2	Line167	98
TS_09	2	Line167	111
ISA_08	2	Line167	112
TS_08E	2	Line167	128
TH_08	1	Line168	NA
HA_08	1	Line168	77
ISI_08	1	Line168	77
TS_08L	1	Line168	81
FU_08	1	Line168	91
TS_07	1	Line168	96
TS_09	1	Line168	104
ISA_08	1	Line168	108
TS_08E	1	Line168	123
TH_08	2	Line168	NA
HA_08	2	Line168	76
ISI_08	2	Line168	76
TS_08L	2	Line168	80
FU_08	2	Line168	89
TS_07	2	Line168	98
TS_09	2	Line168	104
ISA_08	2	Line168	108
TS_08E	2	Line168	122
TH_08	1	Line169	NA
HA_08	1	Line169	67
ISI_08	1	Line169	65
TS_08L	1	Line169	69
FU_08	1	Line169	79
TS_07	1	Line169	88
TS_09	1	Line169	100
ISA_08	1	Line169	102
TS_08E	1	Line169	121
TH_08	2	Line169	NA
HA_08	2	Line169	67
ISI_08	2	Line169	68
TS_08L	2	Line169	69
FU_08	2	Line169	75
TS_07	2	Line169	89
TS_09	2	Line169	99
ISA_08	2	Line169	101
TS_08E	2	Line169	120
TH_08	1	Line170	NA
HA_08	1	Line170	78
ISI_08	1	Line170	77
TS_08L	1	Line170	83
FU_08	1	Line170	106
TS_07	1	Line170	101
TS_09	1	Line170	120
ISA_08	1	Line170	127
TS_08E	1	Line170	128
TH_08	2	Line170	NA
HA_08	2	Line170	79
ISI_08	2	Line170	76
TS_08L	2	Line170	84
FU_08	2	Line170	107
TS_07	2	Line170	103
TS_09	2	Line170	116
ISA_08	2	Line170	127
TS_08E	2	Line170	123
TH_08	1	Line171	72
HA_08	1	Line171	74
ISI_08	1	Line171	71
TS_08L	1	Line171	77
FU_08	1	Line171	NA
TS_07	1	Line171	87
TS_09	1	Line171	100
ISA_08	1	Line171	103
TS_08E	1	Line171	118
TH_08	2	Line171	71
HA_08	2	Line171	75
ISI_08	2	Line171	71
TS_08L	2	Line171	79
FU_08	2	Line171	89
TS_07	2	Line171	88
TS_09	2	Line171	100
ISA_08	2	Line171	103
TS_08E	2	Line171	114
TH_08	1	Line172	NA
HA_08	1	Line172	63
ISI_08	1	Line172	61
TS_08L	1	Line172	67
FU_08	1	Line172	72
TS_07	1	Line172	88
TS_09	1	Line172	99
ISA_08	1	Line172	102
TS_08E	1	Line172	122
TH_08	2	Line172	NA
HA_08	2	Line172	63
ISI_08	2	Line172	63
TS_08L	2	Line172	67
FU_08	2	Line172	72
TS_07	2	Line172	89
TS_09	2	Line172	98
ISA_08	2	Line172	101
TS_08E	2	Line172	119
TH_08	1	Line173	NA
HA_08	1	Line173	66
ISI_08	1	Line173	64
TS_08L	1	Line173	67
FU_08	1	Line173	72
TS_07	1	Line173	90
TS_09	1	Line173	99
ISA_08	1	Line173	100
TS_08E	1	Line173	118
TH_08	2	Line173	NA
HA_08	2	Line173	67
ISI_08	2	Line173	NA
TS_08L	2	Line173	67
FU_08	2	Line173	72
