Loc	Rep	Entry	FT
ISA_08	1	Line58	87
TS_08E	1	Line58	98
TH_08	2	Line58	68
HA_08	2	Line58	71
ISI_08	2	Line58	60
TS_08L	2	Line58	63
FU_08	2	Line58	71
TS_07	2	Line58	81
TS_09	2	Line58	82
ISA_08	2	Line58	88
TS_08E	2	Line58	99
TH_08	1	Line59	NA
HA_08	1	Line59	82
ISI_08	1	Line59	81
TS_08L	1	Line59	76
FU_08	1	Line59	82
TS_07	1	Line59	85
TS_09	1	Line59	91
ISA_08	1	Line59	94
TS_08E	1	Line59	111
TH_08	2	Line59	NA
HA_08	2	Line59	81
ISI_08	2	Line59	80
TS_08L	2	Line59	76
FU_08	2	Line59	80
TS_07	2	Line59	85
TS_09	2	Line59	91
ISA_08	2	Line59	95
TS_08E	2	Line59	109
TH_08	1	Line60	61
HA_08	1	Line60	66
ISI_08	1	Line60	65
TS_08L	1	Line60	70
FU_08	1	Line60	81
TS_07	1	Line60	96
TS_09	1	Line60	103
ISA_08	1	Line60	107
TS_08E	1	Line60	129
TH_08	2	Line60	62
HA_08	2	Line60	66
ISI_08	2	Line60	65
TS_08L	2	Line60	70
FU_08	2	Line60	80
TS_07	2	Line60	98
TS_09	2	Line60	105
ISA_08	2	Line60	104
TS_08E	2	Line60	125
TH_08	1	Line61	78
HA_08	1	Line61	79
ISI_08	1	Line61	76
TS_08L	1	Line61	70
FU_08	1	Line61	76
TS_07	1	Line61	83
TS_09	1	Line61	86
ISA_08	1	Line61	89
TS_08E	1	Line61	106
TH_08	2	Line61	76
HA_08	2	Line61	80
ISI_08	2	Line61	74
TS_08L	2	Line61	70
FU_08	2	Line61	76
TS_07	2	Line61	83
TS_09	2	Line61	86
ISA_08	2	Line61	89
TS_08E	2	Line61	105
TH_08	1	Line62	67
HA_08	1	Line62	67
ISI_08	1	Line62	64
TS_08L	1	Line62	59
FU_08	1	Line62	66
TS_07	1	Line62	80
TS_09	1	Line62	85
ISA_08	1	Line62	89
TS_08E	1	Line62	107
TH_08	2	Line62	65
HA_08	2	Line62	67
ISI_08	2	Line62	62
TS_08L	2	Line62	61
FU_08	2	Line62	67
TS_07	2	Line62	80
TS_09	2	Line62	86
ISA_08	2	Line62	90
TS_08E	2	Line62	108
TH_08	1	Line63	78
HA_08	1	Line63	77
ISI_08	1	Line63	76
TS_08L	1	Line63	69
FU_08	1	Line63	75
TS_07	1	Line63	82
TS_09	1	Line63	86
ISA_08	1	Line63	89
TS_08E	1	Line63	105
TH_08	2	Line63	78
HA_08	2	Line63	77
ISI_08	2	Line63	79
TS_08L	2	Line63	70
FU_08	2	Line63	75
TS_07	2	Line63	82
TS_09	2	Line63	86
ISA_08	2	Line63	89
TS_08E	2	Line63	103
TH_08	1	Line64	67
HA_08	1	Line64	69
ISI_08	1	Line64	67
TS_08L	1	Line64	70
FU_08	1	Line64	77
TS_07	1	Line64	80
TS_09	1	Line64	90
ISA_08	1	Line64	90
TS_08E	1	Line64	107
TH_08	2	Line64	68
HA_08	2	Line64	70
ISI_08	2	Line64	66
TS_08L	2	Line64	70
FU_08	2	Line64	75
TS_07	2	Line64	82
TS_09	2	Line64	89
ISA_08	2	Line64	90
TS_08E	2	Line64	106
TH_08	1	Line65	76
HA_08	1	Line65	74
ISI_08	1	Line65	71
TS_08L	1	Line65	65
FU_08	1	Line65	74
TS_07	1	Line65	80
TS_09	1	Line65	84
ISA_08	1	Line65	88
TS_08E	1	Line65	105
TH_08	2	Line65	75
HA_08	2	Line65	76
ISI_08	2	Line65	75
TS_08L	2	Line65	65
FU_08	2	Line65	72
TS_07	2	Line65	80
TS_09	2	Line65	84
ISA_08	2	Line65	88
TS_08E	2	Line65	104
TH_08	1	Line66	67
HA_08	1	Line66	70
ISI_08	1	Line66	66
TS_08L	1	Line66	63
FU_08	1	Line66	69
TS_07	1	Line66	81
TS_09	1	Line66	82
ISA_08	1	Line66	85
TS_08E	1	Line66	102
TH_08	2	Line66	66
HA_08	2	Line66	71
ISI_08	2	Line66	66
TS_08L	2	Line66	64
FU_08	2	Line66	69
TS_07	2	Line66	80
TS_09	2	Line66	82
ISA_08	2	Line66	85
TS_08E	2	Line66	102
TH_08	1	Line67	73
HA_08	1	Line67	74
ISI_08	1	Line67	74
TS_08L	1	Line67	67
FU_08	1	Line67	70
TS_07	1	Line67	78
TS_09	1	Line67	81
ISA_08	1	Line67	84
TS_08E	1	Line67	99
TH_08	2	Line67	76
HA_08	2	Line67	75
ISI_08	2	Line67	75
TS_08L	2	Line67	66
FU_08	2	Line67	70
TS_07	2	Line67	79
TS_09	2	Line67	81
ISA_08	2	Line67	84
TS_08E	2	Line67	99
TH_08	1	Line68	62
HA_08	1	Line68	62
ISI_08	1	Line68	61
TS_08L	1	Line68	63
FU_08	1	Line68	70
TS_07	1	Line68	87
TS_09	1	Line68	94
ISA_08	1	Line68	90
TS_08E	1	Line68	111
TH_08	2	Line68	61
HA_08	2	Line68	63
ISI_08	2	Line68	61
TS_08L	2	Line68	62
FU_08	2	Line68	70
TS_07	2	Line68	86
TS_09	2	Line68	94
ISA_08	2	Line68	89
TS_08E	2	Line68	109
TH_08	1	Line69	68
HA_08	1	Line69	72
ISI_08	1	Line69	66
TS_08L	1	Line69	61
FU_08	1	Line69	68
TS_07	1	Line69	78
TS_09	1	Line69	83
ISA_08	1	Line69	89
TS_08E	1	Line69	105
TH_08	2	Line69	68
HA_08	2	Line69	72
ISI_08	2	Line69	68
TS_08L	2	Line69	60
FU_08	2	Line69	68
TS_07	2	Line69	78
TS_09	2	Line69	83
ISA_08	2	Line69	88
TS_08E	2	Line69	103
TH_08	1	Line70	85
HA_08	1	Line70	85
ISI_08	1	Line70	76
TS_08L	1	Line70	76
FU_08	1	Line70	77
TS_07	1	Line70	82
TS_09	1	Line70	86
ISA_08	1	Line70	87
TS_08E	1	Line70	104
TH_08	2	Line70	81
HA_08	2	Line70	86
ISI_08	2	Line70	86
TS_08L	2	Line70	72
FU_08	2	Line70	78
TS_07	2	Line70	82
TS_09	2	Line70	85
ISA_08	2	Line70	87
TS_08E	2	Line70	104
TH_08	1	Line71	71
HA_08	1	Line71	75
ISI_08	1	Line71	80
TS_08L	1	Line71	81
FU_08	1	Line71	85
TS_07	1	Line71	89
TS_09	1	Line71	102
ISA_08	1	Line71	102
TS_08E	1	Line71	119
TH_08	2	Line71	71
HA_08	2	Line71	77
ISI_08	2	Line71	78
TS_08L	2	Line71	82
FU_08	2	Line71	85
TS_07	2	Line71	91
TS_09	2	Line71	101
ISA_08	2	Line71	99
TS_08E	2	Line71	116
TH_08	1	Line72	NA
HA_08	1	Line72	65
ISI_08	1	Line72	64
TS_08L	1	Line72	61
FU_08	1	Line72	65
TS_07	1	Line72	78
TS_09	1	Line72	84
ISA_08	1	Line72	87
TS_08E	1	Line72	105
TH_08	2	Line72	NA
HA_08	2	Line72	66
ISI_08	2	Line72	63
TS_08L	2	Line72	61
FU_08	2	Line72	65
TS_07	2	Line72	80
TS_09	2	Line72	83
ISA_08	2	Line72	88
TS_08E	2	Line72	104
TH_08	1	Line73	59
HA_08	1	Line73	65
ISI_08	1	Line73	66
TS_08L	1	Line73	76
FU_08	1	Line73	84
TS_07	1	Line73	96
TS_09	1	Line73	110
ISA_08	1	Line73	110
TS_08E	1	Line73	126
TH_08	2	Line73	64
HA_08	2	Line73	66
ISI_08	2	Line73	70
TS_08L	2	Line73	76
FU_08	2	Line73	85
TS_07	2	Line73	97
TS_09	2	Line73	108
ISA_08	2	Line73	109
TS_08E	2	Line73	125
TH_08	1	Line74	72
HA_08	1	Line74	74
ISI_08	1	Line74	73
TS_08L	1	Line74	67
FU_08	1	Line74	68
TS_07	1	Line74	82
TS_09	1	Line74	86
ISA_08	1	Line74	90
TS_08E	1	Line74	107
TH_08	2	Line74	70
HA_08	2	Line74	74
ISI_08	2	Line74	73
TS_08L	2	Line74	68
FU_08	2	Line74	69
TS_07	2	Line74	81
TS_09	2	Line74	86
ISA_08	2	Line74	89
TS_08E	2	Line74	107
TH_08	1	Line75	62
HA_08	1	Line75	65
ISI_08	1	Line75	65
TS_08L	1	Line75	70
FU_08	1	Line75	77
TS_07	1	Line75	89
TS_09	1	Line75	102
ISA_08	1	Line75	99
TS_08E	1	Line75	114
TH_08	2	Line75	65
HA_08	2	Line75	66
ISI_08	2	Line75	67
TS_08L	2	Line75	70
FU_08	2	Line75	78
TS_07	2	Line75	91
TS_09	2	Line75	102
ISA_08	2	Line75	99
TS_08E	2	Line75	114
TH_08	1	Line76	60
HA_08	1	Line76	64
ISI_08	1	Line76	61
TS_08L	1	Line76	65
FU_08	1	Line76	72
TS_07	1	Line76	86
TS_09	1	Line76	95
ISA_08	1	Line76	94
TS_08E	1	Line76	113
TH_08	2	Line76	61
HA_08	2	Line76	65
ISI_08	2	Line76	62
TS_08L	2	Line76	64
FU_08	2	Line76	72
TS_07	2	Line76	87
TS_09	2	Line76	94
ISA_08	2	Line76	93
TS_08E	2	Line76	111
TH_08	1	Line77	62
HA_08	1	Line77	69
ISI_08	1	Line77	67
TS_08L	1	Line77	73
FU_08	1	Line77	84
TS_07	1	Line77	96
TS_09	1	Line77	106
ISA_08	1	Line77	105
TS_08E	1	Line77	126
TH_08	2	Line77	62
HA_08	2	Line77	70
ISI_08	2	Line77	71
TS_08L	2	Line77	71
FU_08	2	Line77	87
TS_07	2	Line77	95
TS_09	2	Line77	107
ISA_08	2	Line77	103
TS_08E	2	Line77	126
TH_08	1	Line78	81
HA_08	1	Line78	78
ISI_08	1	Line78	77
TS_08L	1	Line78	95
FU_08	1	Line78	104
TS_07	1	Line78	111
TS_09	1	Line78	124
ISA_08	1	Line78	131
TS_08E	1	Line78	149
TH_08	2	Line78	78
HA_08	2	Line78	78
ISI_08	2	Line78	75
TS_08L	2	Line78	93
FU_08	2	Line78	103
TS_07	2	Line78	115
TS_09	2	Line78	125
ISA_08	2	Line78	132
TS_08E	2	Line78	147
TH_08	1	Line79	68
HA_08	1	Line79	73
ISI_08	1	Line79	74
TS_08L	1	Line79	89
FU_08	1	Line79	98
TS_07	1	Line79	104
TS_09	1	Line79	114
ISA_08	1	Line79	117
TS_08E	1	Line79	134
TH_08	2	Line79	71
HA_08	2	Line79	74
ISI_08	2	Line79	71
TS_08L	2	Line79	89
FU_08	2	Line79	98
TS_07	2	Line79	103
TS_09	2	Line79	116
ISA_08	2	Line79	116
TS_08E	2	Line79	135
TH_08	1	Line80	82
HA_08	1	Line80	84
ISI_08	1	Line80	90
TS_08L	1	Line80	98
FU_08	1	Line80	107
TS_07	1	Line80	112
TS_09	1	Line80	123
ISA_08	1	Line80	126
TS_08E	1	Line80	147
TH_08	2	Line80	81
HA_08	2	Line80	83
ISI_08	2	Line80	91
TS_08L	2	Line80	99
FU_08	2	Line80	107
TS_07	2	Line80	116
TS_09	2	Line80	126
ISA_08	2	Line80	127
TS_08E	2	Line80	146
TH_08	1	Line81	65
HA_08	1	Line81	69
ISI_08	1	Line81	67
TS_08L	1	Line81	71
FU_08	1	Line81	84
TS_07	1	Line81	97
TS_09	1	Line81	111
ISA_08	1	Line81	112
TS_08E	1	Line81	132
TH_08	2	Line81	66
HA_08	2	Line81	69
ISI_08	2	Line81	71
TS_08L	2	Line81	72
FU_08	2	Line81	84
TS_07	2	Line81	98
TS_09	2	Line81	111
ISA_08	2	Line81	110
TS_08E	2	Line81	133
TH_08	1	Line82	86
HA_08	1	Line82	89
ISI_08	1	Line82	91
TS_08L	1	Line82	92
FU_08	1	Line82	106
TS_07	1	Line82	110
TS_09	1	Line82	117
ISA_08	1	Line82	122
TS_08E	1	Line82	139
TH_08	2	Line82	89
HA_08	2	Line82	89
ISI_08	2	Line82	92
TS_08L	2	Line82	93
FU_08	2	Line82	104
TS_07	2	Line82	109
TS_09	2	Line82	116
ISA_08	2	Line82	122
TS_08E	2	Line82	136
TH_08	1	Line83	84
HA_08	1	Line83	85
ISI_08	1	Line83	89
TS_08L	1	Line83	107
FU_08	1	Line83	112
TS_07	1	Line83	126
TS_09	1	Line83	142
ISA_08	1	Line83	142
TS_08E	1	Line83	160
TH_08	2	Line83	NA
HA_08	2	Line83	86
ISI_08	2	Line83	88
TS_08L	2	Line83	108
FU_08	2	Line83	114
TS_07	2	Line83	127
TS_09	2	Line83	144
ISA_08	2	Line83	143
TS_08E	2	Line83	157
TH_08	1	Line84	58
HA_08	1	Line84	61
ISI_08	1	Line84	61
TS_08L	1	Line84	69
FU_08	1	Line84	76
TS_07	1	Line84	95
TS_09	1	Line84	106
ISA_08	1	Line84	105
TS_08E	1	Line84	125
TH_08	2	Line84	60
HA_08	2	Line84	62
ISI_08	2	Line84	63
TS_08L	2	Line84	69
FU_08	2	Line84	76
TS_07	2	Line84	96
TS_09	2	Line84	108
ISA_08	2	Line84	107
TS_08E	2	Line84	123
TH_08	1	Line85	68
HA_08	1	Line85	72
ISI_08	1	Line85	77
TS_08L	1	Line85	74
FU_08	1	Line85	78
TS_07	1	Line85	84
TS_09	1	Line85	91
ISA_08	1	Line85	93
TS_08E	1	Line85	109
TH_08	2	Line85	67
HA_08	2	Line85	73
ISI_08	2	Line85	76
TS_08L	2	Line85	75
FU_08	2	Line85	78
TS_07	2	Line85	87
TS_09	2	Line85	91
ISA_08	2	Line85	95
TS_08E	2	Line85	108
TH_08	1	Line86	76
HA_08	1	Line86	80
ISI_08	1	Line86	79
TS_08L	1	Line86	76
FU_08	1	Line86	83
TS_07	1	Line86	87
TS_09	1	Line86	91
ISA_08	1	Line86	93
TS_08E	1	Line86	108
TH_08	2	Line86	76
HA_08	2	Line86	81
ISI_08	2	Line86	84
TS_08L	2	Line86	76
FU_08	2	Line86	83
TS_07	2	Line86	86
TS_09	2	Line86	91
ISA_08	2	Line86	95
TS_08E	2	Line86	104
TH_08	1	Line87	72
HA_08	1	Line87	76
ISI_08	1	Line87	76
TS_08L	1	Line87	73
FU_08	1	Line87	80
TS_07	1	Line87	83
TS_09	1	Line87	89
ISA_08	1	Line87	91
TS_08E	1	Line87	105
TH_08	2	Line87	72
HA_08	2	Line87	76
ISI_08	2	Line87	78
TS_08L	2	Line87	75
FU_08	2	Line87	84
TS_07	2	Line87	84
TS_09	2	Line87	89
ISA_08	2	Line87	91
TS_08E	2	Line87	103
TH_08	1	Line88	64
HA_08	1	Line88	68
ISI_08	1	Line88	67
TS_08L	1	Line88	71
FU_08	1	Line88	78
TS_07	1	Line88	84
TS_09	1	Line88	89
ISA_08	1	Line88	93
TS_08E	1	Line88	108
TH_08	2	Line88	62
HA_08	2	Line88	68
ISI_08	2	Line88	71
TS_08L	2	Line88	72
FU_08	2	Line88	75
TS_07	2	Line88	84
TS_09	2	Line88	90
ISA_08	2	Line88	95
TS_08E	2	Line88	107
TH_08	1	Line89	64
HA_08	1	Line89	63
ISI_08	1	Line89	61
TS_08L	1	Line89	69
FU_08	1	Line89	73
TS_07	1	Line89	87
TS_09	1	Line89	96
ISA_08	1	Line89	102
TS_08E	1	Line89	115
TH_08	2	Line89	65
HA_08	2	Line89	64
ISI_08	2	Line89	64
TS_08L	2	Line89	69
FU_08	2	Line89	72
TS_07	2	Line89	88
TS_09	2	Line89	95
ISA_08	2	Line89	98
TS_08E	2	Line89	114
TH_08	1	Line90	77
HA_08	1	Line90	80
ISI_08	1	Line90	81
TS_08L	1	Line90	90
FU_08	1	Line90	112
TS_07	1	Line90	128
TS_09	1	Line90	146
ISA_08	1	Line90	151
TS_08E	1	Line90	167
TH_08	2	Line90	77
HA_08	2	Line90	80
ISI_08	2	Line90	83
TS_08L	2	Line90	99
FU_08	2	Line90	112
TS_07	2	Line90	128
TS_09	2	Line90	146
ISA_08	2	Line90	150
TS_08E	2	Line90	170
TH_08	1	Line91	68
HA_08	1	Line91	69
ISI_08	1	Line91	68
TS_08L	1	Line91	90
FU_08	1	Line91	106
TS_07	1	Line91	102
TS_09	1	Line91	117
ISA_08	1	Line91	126
TS_08E	1	Line91	135
TH_08	2	Line91	64
HA_08	2	Line91	69
ISI_08	2	Line91	70
TS_08L	2	Line91	90
FU_08	2	Line91	101
TS_07	2	Line91	94
TS_09	2	Line91	121
ISA_08	2	Line91	124
TS_08E	2	Line91	135
TH_08	1	Line92	68
HA_08	1	Line92	72
ISI_08	1	Line92	71
TS_08L	1	Line92	78
FU_08	1	Line92	87
TS_07	1	Line92	100
TS_09	1	Line92	113
ISA_08	1	Line92	113
TS_08E	1	Line92	137
TH_08	2	Line92	68
HA_08	2	Line92	72
ISI_08	2	Line92	69
TS_08L	2	Line92	77
FU_08	2	Line92	86
TS_07	2	Line92	103
TS_09	2	Line92	114
ISA_08	2	Line92	112
TS_08E	2	Line92	136
TH_08	1	Line93	67
HA_08	1	Line93	70
ISI_08	1	Line93	72
TS_08L	1	Line93	77
FU_08	1	Line93	90
TS_07	1	Line93	102
TS_09	1	Line93	115
ISA_08	1	Line93	118
TS_08E	1	Line93	138
TH_08	2	Line93	68
HA_08	2	Line93	70
ISI_08	2	Line93	70
TS_08L	2	Line93	79
FU_08	2	Line93	90
TS_07	2	Line93	102
TS_09	2	Line93	116
ISA_08	2	Line93	116
TS_08E	2	Line93	137
TH_08	1	Line94	60
HA_08	1	Line94	63
ISI_08	1	Line94	64
TS_08L	1	Line94	78
FU_08	1	Line94	NA
TS_07	1	Line94	95
TS_09	1	Line94	110
ISA_08	1	Line94	114
TS_08E	1	Line94	129
TH_08	2	Line94	62
HA_08	2	Line94	63
ISI_08	2	Line94	62
TS_08L	2	Line94	77
FU_08	2	Line94	89
TS_07	2	Line94	97
TS_09	2	Line94	109
ISA_08	2	Line94	108
TS_08E	2	Line94	127
TH_08	1	Line95	64
HA_08	1	Line95	66
ISI_08	1	Line95	64
TS_08L	1	Line95	66
FU_08	1	Line95	72
TS_07	1	Line95	85
TS_09	1	Line95	96
ISA_08	1	Line95	100
TS_08E	1	Line95	116
TH_08	2	Line95	66
HA_08	2	Line95	66
ISI_08	2	Line95	63
TS_08L	2	Line95	66
FU_08	2	Line95	72
TS_07	2	Line95	87
TS_09	2	Line95	95
ISA_08	2	Line95	98
TS_08E	2	Line95	115
TH_08	1	Line96	61
HA_08	1	Line96	64
ISI_08	1	Line96	69
TS_08L	1	Line96	78
FU_08	1	Line96	85
TS_07	1	Line96	99
TS_09	1	Line96	112
ISA_08	1	Line96	116
TS_08E	1	Line96	137
TH_08	2	Line96	60
HA_08	2	Line96	63
ISI_08	2	Line96	65
TS_08L	2	Line96	76
FU_08	2	Line96	85
TS_07	2	Line96	101
TS_09	2	Line96	111
ISA_08	2	Line96	113
TS_08E	2	Line96	134
TH_08	1	Line97	70
HA_08	1	Line97	73
ISI_08	1	Line97	75
TS_08L	1	Line97	89
FU_08	1	Line97	106
TS_07	1	Line97	111
TS_09	1	Line97	126
ISA_08	1	Line97	133
TS_08E	1	Line97	143
TH_08	2	Line97	72
HA_08	2	Line97	72
ISI_08	2	Line97	74
TS_08L	2	Line97	90
FU_08	2	Line97	104
TS_07	2	Line97	110
TS_09	2	Line97	126
ISA_08	2	Line97	133
TS_08E	2	Line97	145
TH_08	1	Line98	59
HA_08	1	Line98	63
ISI_08	1	Line98	65
TS_08L	1	Line98	69
FU_08	1	Line98	77
TS_07	1	Line98	95
TS_09	1	Line98	105
ISA_08	1	Line98	106
TS_08E	1	Line98	127
TH_08	2	Line98	61
HA_08	2	Line98	62
ISI_08	2	Line98	63
TS_08L	2	Line98	69
FU_08	2	Line98	77
TS_07	2	Line98	94
TS_09	2	Line98	104
ISA_08	2	Line98	105
TS_08E	2	Line98	123
TH_08	1	Line99	72
HA_08	1	Line99	75
ISI_08	1	Line99	80
TS_08L	1	Line99	78
FU_08	1	Line99	90
TS_07	1	Line99	91
TS_09	1	Line99	100
ISA_08	1	Line99	104
TS_08E	1	Line99	122
TH_08	2	Line99	69
HA_08	2	Line99	75
ISI_08	2	Line99	78
TS_08L	2	Line99	79
FU_08	2	Line99	89
TS_07	2	Line99	95
TS_09	2	Line99	99
ISA_08	2	Line99	103
TS_08E	2	Line99	119
TH_08	1	Line100	NA
HA_08	1	Line100	74
ISI_08	1	Line100	80
TS_08L	1	Line100	91
FU_08	1	Line100	106
TS_07	1	Line100	121
TS_09	1	Line100	138
ISA_08	1	Line100	141
TS_08E	1	Line100	160
TH_08	2	Line100	NA
HA_08	2	Line100	73
ISI_08	2	Line100	76
TS_08L	2	Line100	93
FU_08	2	Line100	106
TS_07	2	Line100	123
TS_09	2	Line100	138
ISA_08	2	Line100	138
TS_08E	2	Line100	158
TH_08	1	Line101	NA
HA_08	1	Line101	66
ISI_08	1	Line101	67
TS_08L	1	Line101	81
FU_08	1	Line101	91
TS_07	1	Line101	110
TS_09	1	Line101	120
ISA_08	1	Line101	122
TS_08E	1	Line101	143
TH_08	2	Line101	NA
HA_08	2	Line101	67
ISI_08	2	Line101	69
TS_08L	2	Line101	81
FU_08	2	Line101	90
TS_07	2	Line101	108
TS_09	2	Line101	119
ISA_08	2	Line101	120
TS_08E	2	Line101	140
TH_08	1	Line102	NA
HA_08	1	Line102	80
ISI_08	1	Line102	85
TS_08L	1	Line102	89
FU_08	1	Line102	93
TS_07	1	Line102	105
TS_09	1	Line102	109
ISA_08	1	Line102	117
TS_08E	1	Line102	128
TH_08	2	Line102	NA
HA_08	2	Line102	79
ISI_08	2	Line102	NA
TS_08L	2	Line102	95
FU_08	2	Line102	98
TS_07	2	Line102	106
TS_09	2	Line102	110
ISA_08	2	Line102	112
TS_08E	2	Line102	124
TH_08	1	Line103	66
HA_08	1	Line103	68
ISI_08	1	Line103	68
TS_08L	1	Line103	74
FU_08	1	Line103	84
TS_07	1	Line103	101
TS_09	1	Line103	112
ISA_08	1	Line103	113
TS_08E	1	Line103	135
TH_08	2	Line103	64
HA_08	2	Line103	67
ISI_08	2	Line103	66
TS_08L	2	Line103	75
FU_08	2	Line103	83
TS_07	2	Line103	101
TS_09	2	Line103	112
ISA_08	2	Line103	111
TS_08E	2	Line103	133
TH_08	1	Line104	60
HA_08	1	Line104	62
ISI_08	1	Line104	57
TS_08L	1	Line104	63
FU_08	1	Line104	71
TS_07	1	Line104	87
TS_09	1	Line104	92
ISA_08	1	Line104	90
TS_08E	1	Line104	108
TH_08	2	Line104	58
HA_08	2	Line104	63
ISI_08	2	Line104	58
TS_08L	2	Line104	63
FU_08	2	Line104	72
TS_07	2	Line104	87
TS_09	2	Line104	91
ISA_08	2	Line104	90
TS_08E	2	Line104	106
TH_08	1	Line105	61
HA_08	1	Line105	67
ISI_08	1	Line105	64
TS_08L	1	Line105	69
FU_08	1	Line105	76
TS_07	1	Line105	91
TS_09	1	Line105	102
ISA_08	1	Line105	103
TS_08E	1	Line105	123
TH_08	2	Line105	62
HA_08	2	Line105	68
ISI_08	2	Line105	63
TS_08L	2	Line105	69
FU_08	2	Line105	76
TS_07	2	Line105	91
TS_09	2	Line105	101
ISA_08	2	Line105	101
TS_08E	2	Line105	120
TH_08	1	Line106	72
HA_08	1	Line106	76
ISI_08	1	Line106	76
TS_08L	1	Line106	86
FU_08	1	Line106	97
TS_07	1	Line106	103
TS_09	1	Line106	116
ISA_08	1	Line106	116
TS_08E	1	Line106	133
TH_08	2	Line106	71
HA_08	2	Line106	77
ISI_08	2	Line106	75
TS_08L	2	Line106	88
FU_08	2	Line106	97
TS_07	2	Line106	102
TS_09	2	Line106	115
ISA_08	2	Line106	116
TS_08E	2	Line106	132
TH_08	1	Line107	95
HA_08	1	Line107	106
ISI_08	1	Line107	103
TS_08L	1	Line107	101
FU_08	1	Line107	112
TS_07	1	Line107	108
TS_09	1	Line107	123
ISA_08	1	Line107	122
TS_08E	1	Line107	141
TH_08	2	Line107	94
HA_08	2	Line107	107
ISI_08	2	Line107	104
TS_08L	2	Line107	105
FU_08	2	Line107	112
TS_07	2	Line107	108
TS_09	2	Line107	122
ISA_08	2	Line107	119
TS_08E	2	Line107	144
TH_08	1	Line108	69
HA_08	1	Line108	71
ISI_08	1	Line108	71
TS_08L	1	Line108	88
FU_08	1	Line108	99
TS_07	1	Line108	110
TS_09	1	Line108	120
ISA_08	1	Line108	118
TS_08E	1	Line108	140
TH_08	2	Line108	67
HA_08	2	Line108	72
ISI_08	2	Line108	71
TS_08L	2	Line108	89
FU_08	2	Line108	99
TS_07	2	Line108	109
TS_09	2	Line108	124
ISA_08	2	Line108	120
TS_08E	2	Line108	139
TH_08	1	Line109	68
HA_08	1	Line109	71
ISI_08	1	Line109	70
TS_08L	1	Line109	80
FU_08	1	Line109	85
TS_07	1	Line109	95
TS_09	1	Line109	104
ISA_08	1	Line109	103
TS_08E	1	Line109	124
TH_08	2	Line109	67
HA_08	2	Line109	71
ISI_08	2	Line109	72
TS_08L	2	Line109	81
FU_08	2	Line109	87
TS_07	2	Line109	95
TS_09	2	Line109	103
ISA_08	2	Line109	104
TS_08E	2	Line109	122
TH_08	1	Line110	69
HA_08	1	Line110	67
ISI_08	1	Line110	71
TS_08L	1	Line110	72
FU_08	1	Line110	82
TS_07	1	Line110	91
TS_09	1	Line110	100
ISA_08	1	Line110	101
TS_08E	1	Line110	120
TH_08	2	Line110	68
HA_08	2	Line110	67
ISI_08	2	Line110	68
TS_08L	2	Line110	71
FU_08	2	Line110	82
TS_07	2	Line110	92
TS_09	2	Line110	101
ISA_08	2	Line110	100
TS_08E	2	Line110	119
TH_08	1	Line111	NA
HA_08	1	Line111	69
ISI_08	1	Line111	67
TS_08L	1	Line111	79
FU_08	1	Line111	84
TS_07	1	Line111	92
TS_09	1	Line111	102
ISA_08	1	Line111	103
TS_08E	1	Line111	122
TH_08	2	Line111	NA
HA_08	2	Line111	70
ISI_08	2	Line111	71
TS_08L	2	Line111	79
FU_08	2	Line111	86
TS_07	2	Line111	94
TS_09	2	Line111	102
ISA_08	2	Line111	103
TS_08E	2	Line111	121
TH_08	1	Line112	69
HA_08	1	Line112	67
ISI_08	1	Line112	68
TS_08L	1	Line112	76
FU_08	1	Line112	80
TS_07	1	Line112	93
TS_09	1	Line112	98
ISA_08	1	Line112	102
TS_08E	1	Line112	120
TH_08	2	Line112	69
HA_08	2	Line112	66
ISI_08	2	Line112	71
TS_08L	2	Line112	76
FU_08	2	Line112	81
TS_07	2	Line112	93
TS_09	2	Line112	99
ISA_08	2	Line112	100
TS_08E	2	Line112	121
TH_08	1	Line113	68
HA_08	1	Line113	72
ISI_08	1	Line113	70
TS_08L	1	Line113	71
FU_08	1	Line113	79
TS_07	1	Line113	82
TS_09	1	Line113	89
ISA_08	1	Line113	91
TS_08E	1	Line113	106
TH_08	2	Line113	68
HA_08	2	Line113	72
ISI_08	2	Line113	70
TS_08L	2	Line113	71
FU_08	2	Line113	78
TS_07	2	Line113	83
TS_09	2	Line113	89
ISA_08	2	Line113	90
TS_08E	2	Line113	105
TH_08	1	Line114	61
HA_08	1	Line114	68
ISI_08	1	Line114	69
TS_08L	1	Line114	73
FU_08	1	Line114	82
TS_07	1	Line114	92
TS_09	1	Line114	110
ISA_08	1	Line114	112
TS_08E	1	Line114	130
TH_08	2	Line114	62
HA_08	2	Line114	68
ISI_08	2	Line114	67
TS_08L	2	Line114	74
FU_08	2	Line114	81
TS_07	2	Line114	94
TS_09	2	Line114	112
ISA_08	2	Line114	110
TS_08E	2	Line114	129
TH_08	1	Line115	65
HA_08	1	Line115	66
ISI_08	1	Line115	73
TS_08L	1	Line115	76
FU_08	1	Line115	85
TS_07	1	Line115	99
TS_09	1	Line115	112
ISA_08	1	Line115	116
TS_08E	1	Line115	132
TH_08	2	Line115	65
HA_08	2	Line115	67
ISI_08	2	Line115	70
TS_08L	2	Line115	77
FU_08	2	Line115	84
TS_07	2	Line115	100
TS_09	2	Line115	112
ISA_08	2	Line115	113
TS_08E	2	Line115	133
TH_08	1	Line116	71
HA_08	1	Line116	72
