line_code	env_code	DTA	PH	YLD
G2F_112	ILH1_15	65.4523800954352	245.801447268579	122.849632565826
G2F_113	ILH1_15	65.5283202026578	240.560256298977	138.43244997101
G2F_51	ILH1_15	71.4964925646247	239.294075876488	154.131475038627
G2F_52	ILH1_15	67.5419112510499	258.719619789608	188.055671155858
G2F_53	ILH1_15	70.0149991205986	241.001858736489	208.691800997806
G2F_54	ILH1_15	71.9962740863694	240.220974718331	147.292653005764
G2F_55	ILH1_15	61.441168680509	188.807506794745	96.8098232507107
G2F_56	ILH1_15	63.5888295606882	228.196210678232	168.441491416691
G2F_114	ILH1_15	63.4949929414116	234.243028900984	171.481543220965
G2F_57	ILH1_15	68.0030042490353	251.835827323527	180.367563181549
G2F_115	ILH1_15	60.5273927378483	194.808240824316	112.007995716319
G2F_116	ILH1_15	64.4949929414116	234.243028900984	128.099339161195
G2F_117	ILH1_15	62.9731501476232	204.061466870079	133.221073174985
G2F_58	ILH1_15	68.5188730142512	221.420815585782	155.340049870513
G2F_59	ILH1_15	65.441168680509	238.807506794745	136.675034678511
G2F_60	ILH1_15	66.5029690269561	244.835836690401	165.272725657005
G2F_61	ILH1_15	65.4346573152778	222.752282231809	142.41007786253
G2F_62	ILH1_15	64.4029197848461	228.582305707299	142.432912262522
G2F_63	ILH1_15	67.5379540954022	242.059315403133	145.384308915009
G2F_66	ILH1_15	65.9887426287799	239.503836607757	153.083847456093
G2F_67	ILH1_15	68.5809152493928	219.875601905281	139.332775359733
G2F_69	ILH1_15	71.4333845369542	248.609821033897	165.534179396369
G2F_70	ILH1_15	67.442523411912	246.379843494357	155.831420245198
G2F_71	ILH1_15	67.4523800954352	240.801447268579	143.111002921506
G2F_72	ILH1_15	65.4029197848461	228.582305707299	151.855043884382
G2F_73	ILH1_15	71.4333845369542	233.609821033897	134.292596028469
G2F_74	ILH1_15	67.4346573152777	252.752282231809	174.78155955132
G2F_75	ILH1_15	63.5283202026578	240.560256298977	165.78145998016
G2F_76	ILH1_15	74.0077862823352	236.313942068545	146.653476119152
G2F_77	ILH1_15	68.5116565720347	234.901642599981	150.730398361187
G2F_78	ILH1_15	69.5020982720878	242.791046113405	197.630229095139
G2F_79	ILH1_15	70.5076311736807	268.889192794345	113.16310156788
G2F_81	ILH1_15	69.9869237136344	254.460105152478	152.873712021717
G2F_82	ILH1_15	69.441168680509	263.807506794745	142.869486553181
G2F_83	ILH1_15	63.5745654727137	260.425367508215	107.415558429775
G2F_84	ILH1_15	64.4903501490465	250.680851783778	125.235624534033
G2F_85	ILH1_15	65.0347792070626	244.834198204599	165.011711300345
G2F_87	ILH1_15	63.5745654727137	230.425367508215	107.415558429775
G2F_89	ILH1_15	69.4949929414116	264.243028900984	144.743772433815
G2F_90	ILH1_15	65.5283202026578	235.560256298977	141.02995365283
G2F_91	ILH1_15	68.9764722728364	283.822205824802	166.972947847886
G2F_92	ILH1_15	63.5745654727137	225.425367508215	151.523674818605
G2F_93	ILH1_15	66.5888295606883	253.196210678232	190.544995813231
G2F_94	ILH1_15	62.4182208533371	221.421659930498	109.180380000288
G2F_95	ILH1_15	66.5818778104071	274.168564554793	170.466856192252
G2F_96	ILH1_15	65.4687510975607	234.734895873507	147.301775668034
G2F_97	ILH1_15	65.4182208533371	241.421659930498	160.812735486878
G2F_98	ILH1_15	64.9847444415834	222.183881546861	130.285150612445
G2F_99	ILH1_15	65.4773681167933	224.181475332765	150.704971012897
G2F_118	ILH1_15	64.5051316147375	249.315426945414	130.46251464177
G2F_102	ILH1_15	67.9923410380522	253.407194087057	174.871344917545
G2F_103	ILH1_15	66.5518164487405	249.780644958231	149.141443727893
G2F_119	ILH1_15	64.5029690269561	219.835836690401	143.917226573455
G2F_104	ILH1_15	69.4692323780679	261.881377198263	140.992027784734
G2F_1	INH1_15	68.3421684987782	250.336362610896	153.625945226904
G2F_2	INH1_15	66.2697289202263	167.201861214621	114.529352357244
G2F_3	INH1_15	69.0508479397102	226.563476736016	123.546480748764
G2F_4	INH1_15	69.8332515187043	230.39003369556	127.395253550652
G2F_5	INH1_15	67.716406610818	231.341990860603	138.476910756971
G2F_6	INH1_15	69.63484521677	234.086977032613	128.285293197049
G2F_7	INH1_15	67.4352169543757	238.283141966141	162.809859607271
G2F_8	INH1_15	66.010068737455	237.338142010344	189.260797058021
G2F_9	INH1_15	69.501479039049	218.102038092139	134.008429365929
G2F_11	INH1_15	68.9321229809575	233.697922559656	139.498024910131
G2F_12	INH1_15	68.1156603825726	239.110038168593	165.400076102823
G2F_13	INH1_15	69.7896434736845	256.743068398693	176.394383166339
G2F_14	INH1_15	65.0832541611414	210.836757452305	140.730148322618
G2F_15	INH1_15	59.8430044831655	155.223785586728	139.534894207068
G2F_16	INH1_15	60.4361747839076	190.483002689017	104.464116741213
G2F_18	INH1_15	58.2086313960591	168.949976024242	65.5472919516729
G2F_19	INH1_15	67.7806120528153	224.812862967386	161.67656622244
G2F_20	INH1_15	67.1392313586864	228.006172102762	127.613757452739
G2F_21	INH1_15	66.8691676014192	271.646504039132	143.054435791712
G2F_22	INH1_15	66.7550554927881	222.036060233342	184.646604174751
G2F_23	INH1_15	67.0508479397102	193.563476736016	115.553659982354
G2F_24	INH1_15	68.5563667016959	243.712823400675	133.526040293736
G2F_25	INH1_15	64.6777577288478	207.647921487863	187.28474483629
G2F_26	INH1_15	68.1916687260734	275.467661101823	153.667778925856
G2F_27	INH1_15	63.6007049885251	205.36442271766	206.944565820878
G2F_28	INH1_15	69.1916687260734	236.467661101823	147.388637279466
G2F_29	INH1_15	67.7329845530579	228.650636322431	160.224269611981
G2F_30	INH1_15	63.2697289202263	185.201861214621	177.395464147794
G2F_31	INH1_15	68.8413325144035	239.448939635136	129.530641188055
G2F_32	INH1_15	69.4619928723421	220.556191652693	163.843498803473
G2F_33	INH1_15	68.0514902194653	227.795947455091	154.064799399033
G2F_34	INH1_15	63.6926609657311	225.129856607887	170.229409035772
G2F_35	INH1_15	67.9995272971347	237.747211036175	176.5607040961
G2F_36	INH1_15	73.6516626933728	241.502565643914	155.841823909759
G2F_37	INH1_15	66.5968015046965	216.654768605731	170.28584366045
G2F_38	INH1_15	67.755504623776	206.018977591712	160.123662566051
G2F_39	INH1_15	64.117294075027	208.929945144693	153.430059432145
G2F_40	INH1_15	63.2697289202263	170.201861214621	115.484084876984
G2F_41	INH1_15	63.010068737455	192.338142010345	147.982265886951
G2F_42	INH1_15	67.1916687260734	186.467661101823	168.210853812866
G2F_43	INH1_15	63.117294075027	200.929945144693	159.177812212735
G2F_44	INH1_15	63.784616942937	188.895290498114	112.065015792456
G2F_47	INH1_15	67.6777577288478	227.647921487863	148.96951403807
G2F_49	INH1_15	65.7603811060066	215.435853537296	135.555090589939
G2F_50	INH1_15	68.4071940546633	196.56181003814	95.0043392134652
G2F_109	INH1_15	63.4619928723421	195.556191652693	122.763383669013
G2F_110	INH1_15	64.6777577288478	199.647921487863	99.5972708073103
G2F_111	INH1_15	65.117294075027	221.929945144693	130.407381699525
G2F_112	INH1_15	63.8430044831655	201.223785586728	139.849245806958
G2F_113	INH1_15	66.2697289202263	195.201861214621	106.367572866123
G2F_51	INH1_15	73.117294075027	195.929945144693	129.034776169485
G2F_52	INH1_15	66.9029517162491	220.299768484679	143.905206782797
G2F_53	INH1_15	69.1926946513995	227.655949691607	190.092537511123
G2F_54	INH1_15	72.117294075027	216.929945144693	130.530786795465
G2F_55	INH1_15	61.010068737455	151.338142010345	123.282835878871
G2F_56	INH1_15	65.017568375884	170.059578070404	150.305926503312
G2F_114	INH1_15	63.1156603825726	186.110038168593	199.079041621403
G2F_57	INH1_15	68.7981940035958	249.742499934239	196.991707795933
G2F_115	INH1_15	59.8238247222033	168.109122670874	117.306987337272
G2F_116	INH1_15	64.1540300509674	199.063915896633	115.629126774536
G2F_117	INH1_15	63.1916687260734	150.467661101823	168.743505134896
G2F_58	INH1_15	66.7698362178626	178.965675365728	134.970407454428
G2F_59	INH1_15	65.017568375884	211.059578070404	156.067250688302
G2F_61	INH1_15	64.4022530895729	195.839653466618	156.951003742969
G2F_62	INH1_15	65.6007049885251	220.36442271766	106.828525876178
G2F_63	INH1_15	68.5165006202384	220.458300368479	131.557422838255
G2F_64	INH1_15	67.017568375884	216.059578070404	165.683695364052
G2F_65	INH1_15	65.8332515187043	199.39003369556	112.730772456722
G2F_66	INH1_15	65.9936407848358	195.726974796097	116.350532684214
G2F_67	INH1_15	70.4071940546633	206.56181003814	142.732654030605
G2F_68	INH1_15	69.017568375884	188.059578070404	162.908185354582
G2F_69	INH1_15	69.8691676014192	230.646504039132	125.372053093222
G2F_70	INH1_15	66.7550554927881	227.036060233342	152.061136155921
G2F_73	INH1_15	69.4071940546633	189.56181003814	145.662078494775
G2F_74	INH1_15	67.010068737455	215.338142010345	145.250941845341
G2F_75	INH1_15	64.4265366103103	187.780963798536	173.066974718869
G2F_76	INH1_15	72.2622440648451	202.745877591416	131.23398362068
G2F_77	INH1_15	68.6907092238168	197.775029551923	159.626700867983
G2F_78	INH1_15	69.6177523041386	225.614843581089	178.351704887476
G2F_79	INH1_15	69.5857992134257	220.061746983519	105.282492864694
G2F_80	INH1_15	64.1540300509674	194.063915896633	133.665418034616
G2F_81	INH1_15	70.7306988231498	227.334761158222	159.841889140225
G2F_82	INH1_15	67.4433679886516	229.853041054768	140.613237351512
G2F_83	INH1_15	62.784616942937	214.895290498114	87.836587160786
G2F_84	INH1_15	64.5342081577971	216.31152740321	151.016950968288
G2F_85	INH1_15	67.21906700955	223.051854120433	175.797695230907
G2F_86	INH1_15	67.1916687260734	209.467661101823	130.993854725236
G2F_87	INH1_15	63.017568375884	193.059578070404	142.881211037902
G2F_88	INH1_15	66.4022530895729	266.839653466618	147.261336606199
G2F_89	INH1_15	66.017568375884	226.059578070404	167.489428583762
G2F_90	INH1_15	65.4022530895729	217.839653466618	189.224434664989
G2F_91	INH1_15	66.4985172670664	263.64385074168	184.427363342232
G2F_92	INH1_15	63.2697289202263	188.201861214621	163.712963587124
G2F_93	INH1_15	70.8413325144035	252.448939635136	159.647796878705
G2F_94	INH1_15	64.4022530895729	192.839653466618	115.859947321219
G2F_95	INH1_15	68.0508479397102	223.563476736016	106.106910464114
G2F_96	INH1_15	66.0959054988001	194.228550268127	131.240173588501
G2F_97	INH1_15	64.4619928723421	200.556191652693	116.902325442283
G2F_98	INH1_15	65.5304181637463	199.557082570477	171.322503362184
G2F_99	INH1_15	64.0424758917555	198.104865763002	141.973134126858
G2F_100	INH1_15	64.8332515187043	194.39003369556	142.580392632472
G2F_118	INH1_15	64.017568375884	203.059578070404	156.876169514122
G2F_102	INH1_15	67.5786542911805	243.93785684998	167.276761501995
G2F_119	INH1_15	65.784616942937	173.895290498114	117.001850858196
G2F_104	INH1_15	69.8080114616547	223.810053774663	127.65976175054
G2F_1	MNH1_15	73.9999999999983	251.00044725999	174.461835675812
G2F_2	MNH1_15	65.9324904413629	213.174688044308	118.466280312158
G2F_3	MNH1_15	71.9324904413629	247.174497003738	181.405752853527
G2F_4	MNH1_15	77.9324904413629	233.174688044308	153.157286211828
G2F_5	MNH1_15	73.5000000000001	243.50011629267	130.11804604994
G2F_6	MNH1_15	78.0000000000001	265.499995230785	110.873601474008
G2F_7	MNH1_15	75.0000000000001	245.999746878126	132.337051281303
G2F_8	MNH1_15	76.0675095586372	241.825315277107	125.783310090749
G2F_9	MNH1_15	73.5000000000001	232.500303989099	151.260947219834
G2F_10	MNH1_15	73.9324904413629	220.174688044308	145.791284524918
G2F_11	MNH1_15	73.5000000000001	245.000283440453	175.100553055992
G2F_12	MNH1_15	71.0000000000001	259.000093851068	167.78955817237
G2F_13	MNH1_15	75.5000000000001	258.500213247887	188.03921869779
G2F_14	MNH1_15	69	253.500222788315	169.863842370195
G2F_15	MNH1_15	64.5000000000001	218.999697460024	157.655221896599
G2F_16	MNH1_15	67.5000000000001	232.9999968931	165.602773767484
G2F_105	MNH1_15	64.0000000000001	223.000130619483	160.867042836726
G2F_106	MNH1_15	62.5000000000001	218.000246667812	151.877706888508
G2F_120	MNH1_15	63.5000000000001	216.5002292429	152.31770701264
G2F_17	MNH1_15	64.5000000000001	210.499980901006	151.056673180162
G2F_18	MNH1_15	66.5000000000001	202.000133723482	126.967465482107
G2F_19	MNH1_15	73.5000000000001	237.499785092754	154.521475726474
G2F_20	MNH1_15	75.0000000000001	242.000337409024	145.938270137187
G2F_21	MNH1_15	75.0000000000001	277.500012660821	190.483336354114
G2F_22	MNH1_15	76.5000000000001	236.999692681439	178.180198633004
G2F_23	MNH1_15	72.0000000000001	222.00013849933	213.827334242139
G2F_24	MNH1_15	76.0000000000001	254.000334310547	158.726215940402
G2F_27	MNH1_15	74.0000000000001	219.999479437008	157.318713905066
G2F_28	MNH1_15	76.0000000000001	241.000042978011	160.632558212916
G2F_29	MNH1_15	76.5000000000001	255.499907598055	217.524400423734
G2F_30	MNH1_15	69.9324904413629	205.174793109127	145.13090673712
G2F_31	MNH1_15	76.0675095586372	259.825818193703	153.630321357569
G2F_32	MNH1_15	76.0000000000001	223.00002865071	186.655147089272
G2F_33	MNH1_15	76.0000000000001	240.999624369754	170.302973110392
G2F_34	MNH1_15	69.0000000000001	232.499856727961	185.636572305823
G2F_35	MNH1_15	75.5000000000001	254.999906140422	193.677899161143
G2F_36	MNH1_15	75.5000000000001	239.00002865071	149.771287006432
G2F_37	MNH1_15	73.0000000000001	226.000297767267	152.615207942308
G2F_38	MNH1_15	72.5000000000001	226.499761207343	167.920559872829
G2F_39	MNH1_15	66.9324904413629	211.174369508434	154.02167327682
G2F_40	MNH1_15	63.9324904413629	224.173933462401	167.081957371355
G2F_41	MNH1_15	65.9324904413629	192.174369508434	153.92627175531
G2F_42	MNH1_15	73.0675095586372	230.825588952285	164.355126873564
G2F_43	MNH1_15	70.0675095586372	210.825907490226	171.544161784707
G2F_44	MNH1_15	66.0675095586372	237.824996752514	176.906114666109
G2F_107	MNH1_15	73.0675095586372	216.825636711278	147.41989478479
G2F_45	MNH1_15	74.9324904413629	219.175257808727	166.041692053883
G2F_108	MNH1_15	73.0675095586372	217.825636711278	109.52440198902
G2F_47	MNH1_15	67.9324904413629	232.173933462401	193.866185591155
G2F_48	MNH1_15	70.5000000000001	237.500103402034	172.011361570224
G2F_49	MNH1_15	75.0000000000001	236.000191030706	156.301701927127
G2F_50	MNH1_15	72.0675095586372	230.825636711278	158.97452537914
G2F_109	MNH1_15	73.0675095586372	265.825907490226	133.235429766827
G2F_110	MNH1_15	71.9324904413629	223.174688044308	148.877523745678
G2F_111	MNH1_15	71.0675095586372	235.825315277107	147.163460544889
G2F_112	MNH1_15	66.0675095586372	246.825588952285	167.781631521035
G2F_113	MNH1_15	70.0675095586372	232.825878836599	157.069578162066
G2F_51	MNH1_15	75.0000000000001	235.99992668843	152.790650733007
G2F_52	MNH1_15	75.0000000000001	243.999988781325	166.887128661491
G2F_53	MNH1_15	73.5000000000001	237.000214910202	164.54671689714
G2F_54	MNH1_15	77.0000000000001	245.499780308816	175.502816558484
G2F_55	MNH1_15	67.0675095586372	183.825878836599	127.162456452716
G2F_56	MNH1_15	67.0675095586372	229.825025411614	141.930044406108
G2F_114	MNH1_15	70.9324904413629	224.174789784496	183.009081940649
G2F_57	MNH1_15	76.5000000000001	274.999683130474	180.935342822495
G2F_115	MNH1_15	65.5000000000001	215.500348637361	175.503115946413
G2F_116	MNH1_15	73.0675095586372	233.825907490226	157.248662214567
G2F_117	MNH1_15	70.0000000000001	189.000138498296	161.416695552346
G2F_58	MNH1_15	75.5000000000001	205.99978508684	160.100293363197
G2F_59	MNH1_15	74.0675095586372	233.825818193703	136.392772761019
G2F_61	MNH1_15	71.9324904413629	198.174789784496	138.168191008049
G2F_62	MNH1_15	70.9324904413629	214.175257808727	149.778912687613
G2F_63	MNH1_15	73.9324904413629	221.174789784496	146.756336396789
G2F_64	MNH1_15	73.9324904413629	228.174497003738	152.421180594257
G2F_65	MNH1_15	71.9324904413629	205.174369508434	121.14789899077
G2F_67	MNH1_15	75.0675095586372	215.825588952285	137.274066025004
G2F_69	MNH1_15	74.9324904413629	238.174789784496	143.755791174299
G2F_70	MNH1_15	75.0675095586372	250.825025411614	154.138844907138
G2F_71	MNH1_15	70.9324904413629	215.174793109127	188.91284078098
G2F_72	MNH1_15	72.0675095586372	238.825907490226	172.755510051217
G2F_73	MNH1_15	74.0675095586372	231.824996752514	184.263078314129
G2F_74	MNH1_15	71.9324904413629	249.174353748741	171.615264537285
G2F_75	MNH1_15	69.5000000000001	198.499920476313	197.933934457936
G2F_77	MNH1_15	72.5000000000001	227.499777212907	184.216518598926
G2F_78	MNH1_15	76.0000000000001	234.999851943736	176.429384245404
G2F_81	MNH1_15	75.0000000000001	263.49989493082	173.32898914004
G2F_82	MNH1_15	75.5000000000001	266.000582649476	181.937624714865
G2F_84	MNH1_15	69.5000000000001	249.99953675086	157.410031494611
G2F_87	MNH1_15	69.9324904413629	203.173933462401	124.154620114885
G2F_88	MNH1_15	71.9324904413629	245.174856624346	162.092833444096
