env_code	pop_code	ril_code	Prd_trait_mean	Prd_trait_kPara	Obs_trait	Line_mean
MNH1_15	1	G2F_53	242.355	243.284	237.000214910202	248.884005473686
NEH4_15	1	G2F_53	249.563	243.68	248.782271156294	247.200854581388
OHH1_15	1	G2F_53	247.594	254.275	250.512877003861	246.953625174592
ONH1_15	1	G2F_53	253.943	243.139	239.987775071906	248.457211164872
ONH2_15	1	G2F_53	261.584	271.978	277.691296167641	243.070993865481
DEH1_15	1	G2F_54	246.514	236.407	239.525938149952	245.581250416514
ILH1_15	1	G2F_54	245.693	245.737	240.220974718331	245.481959478175
INH1_15	1	G2F_54	207.071	223.546	216.929945144693	248.809249417266
MNH1_15	1	G2F_54	236.12	236.569	245.499780308816	244.72784439382
NEH4_15	1	G2F_54	246.876	239.048	250.841352981272	243.964762583469
OHH1_15	1	G2F_54	244.248	253.375	254.40902028648	243.455095825582
ONH1_15	1	G2F_54	254.287	240.095	227.508710132523	247.297997276147
ONH2_15	1	G2F_54	260.843	290.927	283.658969343486	239.276531674581
DEH1_15	1	G2F_55	198.635	193.969	187.139157348109	197.52452430848
ILH1_15	1	G2F_55	197.537	197.392	188.807506794745	197.286188673247
INH1_15	1	G2F_55	172.374	205.725	151.338142010345	202.638955071018
MNH1_15	1	G2F_55	188.254	194.959	183.825878836599	197.997849810125
NEH4_15	1	G2F_55	202.498	197.089	177.382464973681	198.918337504827
OHH1_15	1	G2F_55	198.844	202.658	184.561926206545	197.892700185847
ONH1_15	1	G2F_55	188.575	177.492	290.031261567824	182.825652277093
ONH2_15	1	G2F_55	260.501	236.742	206.724489769624	194.726619676835
DEH1_15	1	G2F_56	226.047	214.248	215.584426354391	224.683257345018
ILH1_15	1	G2F_56	223.19	223.174	228.196210678232	222.881573870184
INH1_15	1	G2F_56	191.21	211.02	170.059578070404	231.186807099874
MNH1_15	1	G2F_56	209.869	213.162	229.825025411614	222.648886051129
NEH4_15	1	G2F_56	227.143	217.262	228.278357543988	222.869838603647
OHH1_15	1	G2F_56	224.6	235.224	224.309017563254	223.436887172324
ONH1_15	1	G2F_56	232.129	213.768	229.988694232534	222.625504790998
ONH2_15	1	G2F_56	270.001	298.927	262.125917915102	218.034472836345
DEH1_15	1	G2F_57	267.979	260.591	281.879754498835	267.343088495556
ILH1_15	1	G2F_57	271.781	271.808	251.835827323527	271.635078092029
INH1_15	1	G2F_57	243.487	255.158	249.742499934239	271.934124861927
MNH1_15	1	G2F_57	262.192	262.684	274.999683130474	268.325955833894
NEH4_15	1	G2F_57	271.711	266.429	265.592485660232	269.669841186785
OHH1_15	1	G2F_57	268.668	274.773	276.431603284152	268.12139581194
ONH1_15	1	G2F_57	276.052	266.389	254.98755250092	271.184831638116
ONH2_15	1	G2F_57	277.809	290.694	297.81196763535	265.067058047483
DEH1_15	1	G2F_58	211.663	203.891	214.587260277577	210.131071722388
ILH1_15	1	G2F_58	209.926	208.524	221.420815585782	208.992145837687
INH1_15	1	G2F_58	198.493	208.734	178.965675365728	216.068002541029
MNH1_15	1	G2F_58	205.428	206.393	205.99978508684	211.562317587511
NEH4_15	1	G2F_58	212.462	205.764	219.448466352245	209.320870709943
OHH1_15	1	G2F_58	212.623	216.545	208.227198174108	211.191082072966
ONH2_15	1	G2F_58	247.395	256.883	226.724489769624	208.10820014038
DEH1_15	1	G2F_59	242.426	235.691	239.904628982264	235.339743909465
ILH1_15	1	G2F_59	241.875	251.894	238.807506794745	235.559168346969
INH1_15	1	G2F_59	187.862	258.758	211.059578070404	241.108754091837
MNH1_15	1	G2F_59	233.676	238.454	233.825818193703	236.555506067177
NEH4_15	1	G2F_59	248.261	244.771	228.081646927902	237.704340320338
ONH1_15	1	G2F_59	239.593	232.565	264.924169560572	230.335835793804
DEH1_15	1	G2F_6	260.456	249.931	266.763822453115	259.664351253994
ILH1_15	1	G2F_6	260.731	260.81	260.560256298977	260.550574990299
INH1_15	1	G2F_6	233.04	237.871	234.086977032613	264.332472028351
MNH1_15	1	G2F_6	252.328	251.435	265.499995230785	259.844898000041
NEH4_15	1	G2F_6	262.365	254.889	265.280725742656	259.876222212631
OHH1_15	1	G2F_6	258.481	267.495	279.760564519984	257.80767381587
ONH1_15	1	G2F_6	273.715	260.383	215.018101175417	267.056597150808
ONH2_15	1	G2F_6	269.523	317.427	297.443838777526	255.281491779078
DEH1_15	1	G2F_60	245.683	244.582	251.723533417893	246.320797143948
ILH1_15	1	G2F_60	248.61	248.136	244.835836690401	248.042721325821
NEH4_15	1	G2F_60	249.338	249.426	240.618575160501	249.097036708296
OHH1_15	1	G2F_60	246.264	234.831	249.904607164318	246.775528707342
ONH1_15	1	G2F_60	232.59	246.272	249.924169560572	246.770638108278
DEH1_15	1	G2F_61	214.748	207.686	216.584426354391	209.426715678109
ILH1_15	1	G2F_61	212.601	211.547	222.752282231809	208.193144502626
INH1_15	1	G2F_61	144.476	211.248	195.839653466618	213.575670255664
MNH1_15	1	G2F_61	211.883	212.219	198.174789784496	213.108642992088
NEH4_15	1	G2F_61	214.888	209.543	220.804926701079	208.582615608772
OHH1_15	1	G2F_61	216.577	229.703	209.561926206545	210.831215707679
DEH1_15	1	G2F_62	226.89	225.598	225.584426354391	224.837208048667
ILH1_15	1	G2F_62	226.038	221.756	228.582305707299	224.337561489849
INH1_15	1	G2F_62	159.126	253.303	220.36442271766	225.707208654789
MNH1_15	1	G2F_62	225.584	227.195	214.175257808727	226.738736139611
NEH4_15	1	G2F_62	223.911	221.508	241.739829637732	222.144640834777
OHH1_15	1	G2F_62	231.13	237.63	204.162132626252	228.40759033669
ONH1_15	1	G2F_62	224.655	222.679	239.999299794331	222.43472914201
DEH1_15	1	G2F_63	242.419	236.087	255.526639975047	241.686099666272
ILH1_15	1	G2F_63	243.778	243.751	242.059315403133	243.610003176546
INH1_15	1	G2F_63	214.911	235.781	220.458300368479	246.69586246721
MNH1_15	1	G2F_63	240.612	242.683	221.174789784496	246.593506836351
NEH4_15	1	G2F_63	244.853	239.802	249.489686026351	242.548521658943
OHH1_15	1	G2F_63	243.752	248.744	245.485514778533	243.120546122917
ONH1_15	1	G2F_63	247.568	238.115	249.998434051712	242.475843369606
ONH2_15	1	G2F_63	270.207	275.681	263.136657251201	240.598954341107
DEH1_15	1	G2F_64	228.152	222.553	223.834453615198	226.918259520374
INH1_15	1	G2F_64	211.889	218.844	216.059578070404	228.861978406572
MNH1_15	1	G2F_64	223.001	221.674	228.174497003738	225.833248673239
OHH1_15	1	G2F_64	228.417	230.24	222.561926206545	227.236391372537
ONH2_15	1	G2F_64	231.856	232.455	240.877036800807	222.657613723971
DEH1_15	1	G2F_65	219.607	210.492	218.904628982264	217.71080096579
INH1_15	1	G2F_65	200.977	208.457	199.39003369556	222.589449787466
MNH1_15	1	G2F_65	217.155	215.49	205.174369508434	221.143365834248
OHH1_15	1	G2F_65	215.902	218.269	233.096241536322	214.162897827276
ONH2_15	1	G2F_65	244.008	263.291	233.182559122844	214.141318430645
DEH1_15	1	G2F_66	233.59	222.201	236.778993516545	233.915509591139
ILH1_15	1	G2F_66	232.224	232.498	239.503836607757	233.461369075937
INH1_15	1	G2F_66	190.119	216.149	195.726974796097	240.757512711214
NEH4_15	1	G2F_66	236.508	227.721	234.440673658303	234.305229567513
OHH1_15	1	G2F_66	233.645	244.01	235.4335889108	234.139743692096
ONH1_15	1	G2F_66	242.807	226.556	224.985279449602	235.881128602296
ONH2_15	1	G2F_66	262.681	287.699	273.402704124275	227.811557823184
DEH1_15	1	G2F_67	224.215	218.968	233.155962537455	218.443868689606
ILH1_15	1	G2F_67	228.567	234.483	219.875601905281	221.763958847649
INH1_15	1	G2F_67	176.994	238.185	206.56181003814	225.092406814434
MNH1_15	1	G2F_67	222.569	224.348	215.825588952285	222.776462085898
NEH4_15	1	G2F_67	226.198	222.361	231.512473862717	218.85474085829
DEH1_15	1	G2F_68	223.259	215.652	228.02187562342	223.348257362416
INH1_15	1	G2F_68	235.373	230.59	188.059578070404	233.33883175067
OHH1_15	1	G2F_68	219.56	223.86	242.358154811893	219.764187565298
ONH1_15	1	G2F_68	227.453	216.269	229.985734831254	222.857292560457
ONH2_15	1	G2F_68	267.3	302.412	232.989561736112	222.106335834243
DEH1_15	1	G2F_69	245.038	239.768	257.175082643279	241.412730707892
ILH1_15	1	G2F_69	246.987	246.661	248.609821033897	243.125783029769
INH1_15	1	G2F_69	215.948	245.502	230.646504039132	246.718446428722
MNH1_15	1	G2F_69	244.213	244.404	238.174789784496	245.212789279649
NEH4_15	1	G2F_69	250.976	245.443	241.556453537043	244.53645652914
OHH1_15	1	G2F_69	247.48	255.386	248.076085144894	243.232530207569
DEH1_15	1	G2F_7	257.67	251.298	266.727911659852	256.989614058443
ILH1_15	1	G2F_7	257.422	257.414	264.788027086294	257.266740426094
INH1_15	1	G2F_7	229.347	248.056	238.283141966141	261.053152586116
MNH1_15	1	G2F_7	254.092	255.584	245.999746878126	259.950780455832
NEH4_15	1	G2F_7	259.313	254.314	265.373901512945	257.183044079429
OHH1_15	1	G2F_7	260.053	265.787	249.403026159559	259.464597701342
ONH1_15	1	G2F_7	264.004	254.769	252.515857859084	259.019907458552
ONH2_15	1	G2F_7	275.339	277.172	282.56359694695	254.727373303143
DEH1_15	1	G2F_70	248.418	241.665	242.828413924732	243.730895335434
ILH1_15	1	G2F_70	246.981	248.367	246.379843494357	243.020609421509
INH1_15	1	G2F_70	267.717	239.063	227.036060233342	246.889366073712
MNH1_15	1	G2F_70	241.082	240.917	250.825025411614	242.131573038058
NEH4_15	1	G2F_70	250.034	245.066	242.508940373539	243.794790045673
OHH1_15	1	G2F_70	245.831	256.749	251.904607164318	241.915656687517
DEH1_15	1	G2F_71	229.68	221.524	218.723533417893	234.27833407768
ILH1_15	1	G2F_71	223.748	224.753	240.801447268579	229.862751307543
MNH1_15	1	G2F_71	220.022	223.773	215.174793109127	234.988082139433
NEH4_15	1	G2F_71	231.329	224.518	221.739829637732	233.675074833712
OHH1_15	1	G2F_71	226.119	234.972	233.919700048411	231.239100751577
ONH2_15	1	G2F_71	261.218	277.534	259.755900324552	226.071860696348
DEH1_15	1	G2F_72	238.046	233.613	219.902567656343	240.916238909822
ILH1_15	1	G2F_72	235.573	235.989	228.582305707299	239.180291299631
MNH1_15	1	G2F_72	223.248	227.722	238.825907490226	237.131570943046
NEH4_15	1	G2F_72	234.966	229.485	241.512473862717	236.594257668548
OHH1_15	1	G2F_72	234.143	240.092	236.904607164318	237.515831008227
ONH2_15	1	G2F_72	218.717	247.411	258.755900324552	233.145572376181
DEH1_15	1	G2F_73	245.021	234.426	241.625928420821	243.647909731441
ILH1_15	1	G2F_73	245.105	245.047	233.609821033897	244.793067929573
INH1_15	1	G2F_73	210.54	236.649	189.56181003814	251.085640928966
MNH1_15	1	G2F_73	232.824	237.28	231.824996752514	245.048042826913
NEH4_15	1	G2F_73	245.973	236.759	255.306740146066	241.693508056406
OHH1_15	1	G2F_73	243.314	252.015	252.162132626252	242.142737702093
ONH1_15	1	G2F_73	248.731	231.427	270.009499698077	239.59311383469
ONH2_15	1	G2F_73	301.996	323.207	273.060367825138	239.157275530824
DEH1_15	1	G2F_74	252.655	243.015	243.553150850647	251.695772581106
ILH1_15	1	G2F_74	250.598	250.625	252.752282231809	250.381610955225
INH1_15	1	G2F_74	223.935	235.165	215.338142010345	255.72648812972
MNH1_15	1	G2F_74	242.135	243.165	249.174353748741	250.892743595664
NEH4_15	1	G2F_74	254.899	247.287	242.508940373539	251.844945506407
OHH1_15	1	G2F_74	248.477	256.627	271.760564519984	247.666142056915
ONH1_15	1	G2F_74	257.569	243.533	250.000454150344	250.774729252578
ONH2_15	1	G2F_74	280.084	323.119	280.335671032978	246.441126840773
DEH1_15	1	G2F_75	236.137	224.665	220.396213924041	234.693934403168
ILH1_15	1	G2F_75	232.139	232.099	240.560256298977	231.813356921034
INH1_15	1	G2F_75	178.28	216.759	187.780963798536	239.353255849669
MNH1_15	1	G2F_75	225.853	229.634	198.499920476313	237.821976324272
NEH4_15	1	G2F_75	233.559	223.452	259.27387772413	229.139982431727
OHH1_15	1	G2F_75	234.151	244.472	232.803254004996	232.921500105889
ONH1_15	1	G2F_75	239.861	221.143	252.509622131102	230.106304659302
ONH2_15	1	G2F_75	284.828	303.334	271.429646388121	227.403444051156
DEH1_15	1	G2F_76	240.978	235.485	241.986456956256	241.229808260238
ILH1_15	1	G2F_76	241.223	241.703	236.313942068545	242.17522740819
INH1_15	1	G2F_76	228.881	245.313	202.745877591416	247.769904821045
NEH4_15	1	G2F_76	239.833	234.619	260.393648958764	238.161942926487
OHH1_15	1	G2F_76	242.107	247.614	234.428403028153	242.489483914922
ONH1_15	1	G2F_76	243.629	233.361	257.48755250092	238.646292336128
ONH2_15	1	G2F_76	282.999	285.274	256.009425413632	238.892646850676
DEH1_15	1	G2F_77	234.134	225.628	229.103243484977	233.123325632899
ILH1_15	1	G2F_77	232.524	232.503	234.901642599981	232.294982902185
INH1_15	1	G2F_77	199.903	221.965	197.775029551923	237.598784766193
MNH1_15	1	G2F_77	224.233	226.862	227.499777212907	233.352392243195
NEH4_15	1	G2F_77	235.474	228.32	234.887623009411	232.296985700837
OHH1_15	1	G2F_77	233.996	241.687	229.046174535821	233.131478339922
ONH1_15	1	G2F_77	237.732	224.369	245.021496545547	230.849289481389
ONH2_15	1	G2F_77	265.228	275.915	262.731535974706	228.319283848652
DEH1_15	1	G2F_78	244.687	239.859	245.462221639882	244.092432219343
ILH1_15	1	G2F_78	244.609	244.588	242.791046113405	244.474028723125
INH1_15	1	G2F_78	221.533	238.112	225.614843581089	246.927771942027
MNH1_15	1	G2F_78	240.44	242.187	234.999851943736	245.587056461649
NEH4_15	1	G2F_78	246.733	242.697	240.264919236469	244.834903991259
OHH1_15	1	G2F_78	244.847	248.984	243.745265847104	244.337711618311
ONH1_15	1	G2F_78	245.889	238.243	259.992638723354	242.016658350275
ONH2_15	1	G2F_78	264.5	266.523	261.238460090242	241.838683869291
DEH1_15	1	G2F_79	251.574	245.839	254.709945942397	251.801360443105
ILH1_15	1	G2F_79	248.565	248.948	268.889192794345	249.438152634447
INH1_15	1	G2F_79	234.075	251.452	220.061746983519	257.576060269585
NEH4_15	1	G2F_79	252.455	247.488	259.957149168955	250.926826572012
OHH1_15	1	G2F_79	255.062	261.072	233.076085144894	255.407003909356
ONH1_15	1	G2F_79	255.992	246.303	257.51357840155	251.33408836658
ONH2_15	1	G2F_79	282.53	281.408	271.310410165368	249.034616405943
DEH1_15	1	G2F_8	257.379	249.606	253.902567656343	256.629625340252
ILH1_15	1	G2F_8	257.491	257.515	249.062105942305	257.321119870829
INH1_15	1	G2F_8	219.632	238.903	237.338142010344	258.995971861109
MNH1_15	1	G2F_8	251.99	252.557	241.825315277107	258.354947108714
NEH4_15	1	G2F_8	258.36	252.295	258.278357543988	256.00451249916
OHH1_15	1	G2F_8	255	261.636	269.760564519984	254.364197216875
ONH1_15	1	G2F_8	261.815	250.728	254.986855911278	256.474727018118
ONH2_15	1	G2F_8	272.194	293.705	285.156036176757	252.16484412305
DEH1_15	1	G2F_80	228.105	221.278	210.902567656343	228.518328231901
INH1_15	1	G2F_80	197.432	218.513	194.063915896633	231.886058583843
NEH4_15	1	G2F_80	225.74	219.488	232.531833364229	224.192475090324
OHH1_15	1	G2F_80	224.639	231.727	227.561926206545	225.186456521861
ONH1_15	1	G2F_80	227.588	215.501	240.031261567824	222.692589449605
ONH2_15	1	G2F_80	255.811	274.256	248.402704124275	221.018300938315
DEH1_15	1	G2F_81	263.18	253.134	242.808757503869	262.140629248413
ILH1_15	1	G2F_81	260.71	260.738	254.460105152478	260.476151012898
INH1_15	1	G2F_81	220.515	239.979	227.334761158222	264.351200154934
MNH1_15	1	G2F_81	249.53	250.735	263.49989493082	259.184752473135
NEH4_15	1	G2F_81	262.931	254.689	260.06247683186	259.675812201558
OHH1_15	1	G2F_81	259.336	268.67	268.598580281399	258.456368851623
ONH1_15	1	G2F_81	266.582	251.462	262.50362160349	259.327077234182
ONH2_15	1	G2F_81	282.861	310.946	298.524964780625	254.18117106602
DEH1_15	1	G2F_82	263.064	255.728	289.256317250449	262.252910118255
ILH1_15	1	G2F_82	266.075	266.044	263.807506794745	265.88845446907
INH1_15	1	G2F_82	252.263	262.983	229.853041054768	270.739092431924
MNH1_15	1	G2F_82	257.977	260.607	266.000582649476	265.575157918394
NEH4_15	1	G2F_82	267.589	262.011	269.942876324812	265.011973107632
OHH1_15	1	G2F_82	266.735	272.437	262.814663007413	266.030289295832
ONH1_15	1	G2F_82	272.808	262.351	257.475436106664	266.793035995939
ONH2_15	1	G2F_82	297.61	306.794	285.876264889909	262.73577474119
DEH1_15	1	G2F_83	248.454	238.806	234.904628982265	248.418340598325
ILH1_15	1	G2F_83	242.553	241.65	260.425367508215	243.314192893135
INH1_15	1	G2F_83	205.479	232.945	214.895290498114	252.420208295155
OHH1_15	1	G2F_83	248.565	256.062	233.612874745172	248.676691445744
ONH1_15	1	G2F_83	250.474	235.304	255.021512988923	244.394963796993
ONH2_15	1	G2F_83	271.829	278.493	278.136657251201	239.771934944538
DEH1_15	1	G2F_84	246.435	237.942	252.002771508487	245.566509063615
ILH1_15	1	G2F_84	245.953	245.958	250.680851783778	245.755354738573
INH1_15	1	G2F_84	218.15	233.83	216.31152740321	250.665258221511
MNH1_15	1	G2F_84	237.685	239.294	249.99953675086	245.852685457561
NEH4_15	1	G2F_84	247.631	240.973	256.477468444128	244.927266644237
OHH1_15	1	G2F_84	248.517	256.377	236.587880694696	247.768636322728
ONH1_15	1	G2F_84	255.248	243.049	230.031261567824	248.705296197995
ONH2_15	1	G2F_84	266.221	276.487	278.877036800807	241.727328307569
DEH1_15	1	G2F_85	243.337	237.166	234.840160329289	242.9636139629
ILH1_15	1	G2F_85	240.908	239.778	244.834198204599	240.964806387838
INH1_15	1	G2F_85	225.18	234.141	223.051854120433	245.321275204671
NEH4_15	1	G2F_85	242.349	236.854	245.653117543667	240.801022520024
OHH1_15	1	G2F_85	241.363	244.841	244.296643970364	241.072317234685
ONH2_15	1	G2F_85	258.996	271.905	256.982255975435	238.53519483367
DEH1_15	1	G2F_86	232.392	224.617	223.095894304186	232.910692166833
INH1_15	1	G2F_86	174.061	211.155	209.467661101823	236.317750467424
NEH4_15	1	G2F_86	232.433	226.742	230.761867796437	230.99419879377
ONH1_15	1	G2F_86	237.506	225.675	225.018548974445	232.430028499269
ONH2_15	1	G2F_86	238.715	273.069	266.394690794628	222.085993044223
DEH1_15	1	G2F_87	227.807	219.242	226.031404326675	226.745601582521
ILH1_15	1	G2F_87	226.359	226.323	230.425367508215	226.117892556587
INH1_15	1	G2F_87	186.8	215.676	193.059578070404	231.455862476274
MNH1_15	1	G2F_87	221.1	224.09	203.173933462401	230.010954563132
NEH4_15	1	G2F_87	233.909	226.786	200.182077338908	230.438362580774
OHH1_15	1	G2F_87	226.051	233.003	237.224840661078	225.146539249035
ONH1_15	1	G2F_87	227.034	213.35	269.924169560572	220.475206549108
ONH2_15	1	G2F_87	267.379	281.637	253.229244476072	222.860195846893
DEH1_15	1	G2F_88	257.728	254.284	279.621369704506	257.589856684963
INH1_15	1	G2F_88	235.004	246.78	266.839653466618	259.72014272461
MNH1_15	1	G2F_88	262.615	261.478	245.174856624346	263.330942198322
NEH4_15	1	G2F_88	264.753	263.045	239.981620430478	264.196481563967
OHH1_15	1	G2F_88	259.854	262.379	266.78780946945	259.728783390805
ONH1_15	1	G2F_88	263.802	260.655	249.999299794331	262.526868336658
ONH2_15	1	G2F_88	249.124	250.638	276.755900324552	258.067434914955
DEH1_15	1	G2F_89	258.192	248.013	261.14724731764	257.579047161524
ILH1_15	1	G2F_89	256.866	255.182	264.243028900984	256.959890844855
INH1_15	1	G2F_89	234.735	250.668	226.059578070404	264.596581010971
NEH4_15	1	G2F_89	260.397	252.032	259.942876324812	257.819921360089
OHH1_15	1	G2F_89	259.197	264.529	255.467193388574	258.715057947337
ONH2_15	1	G2F_89	289.086	299.528	282.182559122844	253.371984800483
DEH1_15	1	G2F_9	255.248	244.018	260.499230980265	254.097090807216
ILH1_15	1	G2F_9	253.427	253.435	267.017594271056	253.165896051389
INH1_15	1	G2F_9	212.059	236.456	218.102038092139	260.153832648377
MNH1_15	1	G2F_9	248.293	250.096	232.500303989099	258.09693752024
NEH4_15	1	G2F_9	258.382	249.603	255.967788693372	254.744439705344
OHH1_15	1	G2F_9	254.666	264.226	263.406838837687	253.681718256156
ONH1_15	1	G2F_9	263.892	247.68	249.993775599518	255.597870147323
ONH2_15	1	G2F_9	289.149	319.8	291.691296167641	249.641081494734
DEH1_15	1	G2F_90	231.943	228.285	244.584426354391	231.471663169555
ILH1_15	1	G2F_90	232.869	232.837	235.560256298977	232.760830320328
INH1_15	1	G2F_90	215.549	230.603	217.839653466618	235.292345010665
MNH1_15	1	G2F_90	229.425	231.355	229.174793109127	233.67303934745
NEH4_15	1	G2F_90	237.792	234.951	211.556453537043	236.189945000605
OHH1_15	1	G2F_90	234.781	237.816	224.295786833498	234.370040243968
ONH1_15	1	G2F_90	232.874	227.21	254.998434051712	229.983947784223
ONH2_15	1	G2F_90	249.072	238.34	246.876264889909	231.144257664481
DEH1_15	1	G2F_91	280.244	273.413	283.517174161251	279.745945325482
ILH1_15	1	G2F_91	279.816	279.872	283.822205824802	279.702369373546
INH1_15	1	G2F_91	262.779	265.005	263.64385074168	282.584991528278
MNH1_15	1	G2F_91	276.456	275.608	275.49984239277	280.891278435265
NEH4_15	1	G2F_91	280.273	275.413	290.550416218978	278.741196460092
OHH1_15	1	G2F_91	278.149	283.85	297.650462902986	277.726904076662
ONH1_15	1	G2F_91	289.579	281.01	245.031261567824	285.243932838828
ONH2_15	1	G2F_91	287.635	326.219	302.023577629332	277.10217340147
DEH1_15	1	G2F_92	224.642	216.97	219.723533417893	223.620631402335
ILH1_15	1	G2F_92	223.037	222.991	225.425367508215	222.806083675146
INH1_15	1	G2F_92	189.576	215.842	188.201861214621	228.123727431374
MNH1_15	1	G2F_92	214.502	217.975	218.825025411614	223.748989688946
NEH4_15	1	G2F_92	225.625	218.864	228.081646927902	222.426615186619
OHH1_15	1	G2F_92	226.24	233.49	207.530422865098	225.362504338448
ONH1_15	1	G2F_92	226.758	214.001	244.985734831254	220.01174548614
ONH2_15	1	G2F_92	257.683	252.357	252.29436105764	218.967656025228
DEH1_15	1	G2F_93	270.198	264.071	249.934132148746	269.557981354565
ILH1_15	1	G2F_93	269.236	269.258	253.196210678232	269.091970136067
INH1_15	1	G2F_93	233.773	251.354	252.448939635136	269.198723142224
MNH1_15	1	G2F_93	260.066	260.671	273.825200677074	266.144971564804
NEH4_15	1	G2F_93	270.035	264.912	260.761867796437	268.011161976324
OHH1_15	1	G2F_93	267.187	273.227	270.309017563254	266.647283438207
ONH1_15	1	G2F_93	269.451	260.011	280.028962098845	265.258719933122
ONH2_15	1	G2F_93	274.354	281.793	296.335671032978	262.929190085389
DEH1_15	1	G2F_94	226.099	218.907	215.621369704506	225.232416314172
ILH1_15	1	G2F_94	224.6	224.584	221.421659930498	224.403803424745
INH1_15	1	G2F_94	198.618	215.274	192.839653466618	228.486947205299
MNH1_15	1	G2F_94	218.032	220.113	213.174353748741	225.581990022139
NEH4_15	1	G2F_94	227.258	221.115	220.618575160501	224.518529820459
OHH1_15	1	G2F_94	222.656	228.602	238.78780946945	221.92292491918
ONH1_15	1	G2F_94	226.68	215.162	245.028962098845	221.031331686409
ONH2_15	1	G2F_94	258.236	282.574	244.755900324552	221.070340511308
DEH1_15	1	G2F_95	267.833	263.627	283.621369704506	266.964220661946
ILH1_15	1	G2F_95	268.513	268.392	274.168564554793	268.31462139762
INH1_15	1	G2F_95	268.094	282.958	223.563476736016	275.543919657445
MNH1_15	1	G2F_95	260.767	266.395	270.174856624346	268.885151101969
NEH4_15	1	G2F_95	270.084	265.792	280.761867796437	267.372720934528
OHH1_15	1	G2F_95	273.225	276.6	245.096241536322	272.467810400258
ONH1_15	1	G2F_95	270.154	261.617	299.924169560572	264.635249253937
ONH2_15	1	G2F_95	322.799	304.982	275.060367825138	268.187220930427
DEH1_15	1	G2F_96	239.625	229.522	241.31081490461	238.606748871116
ILH1_15	1	G2F_96	239.777	239.792	234.734895873507	239.546165875559
INH1_15	1	G2F_96	223.045	228.294	194.228550268127	245.332786676328
MNH1_15	1	G2F_96	226.56	228.308	255.500085971222	236.579710147314
NEH4_15	1	G2F_96	242.016	234.118	239.942876324812	238.80216866823
OHH1_15	1	G2F_96	238.003	246.532	251.612874745172	237.13502603675
ONH1_15	1	G2F_96	248.48	233.946	224.996035178074	240.937431689193
ONH2_15	1	G2F_96	272.011	310.487	269.231923736899	234.618019037932
DEH1_15	1	G2F_97	230.767	224.033	247.031404326675	230.031854860356
ILH1_15	1	G2F_97	231.001	230.982	241.421659930498	230.833246916953
INH1_15	1	G2F_97	218.894	228.082	200.556191652693	236.671170956639
MNH1_15	1	G2F_97	223.032	225.244	244.825588952285	230.346971342412
NEH4_15	1	G2F_97	233.351	228.125	239.942876324812	231.044501717765
OHH1_15	1	G2F_97	235.664	241.915	212.096241536322	235.022592401835
ONH1_15	1	G2F_97	240.256	230.557	214.985734831254	234.609807645416
ONH2_15	1	G2F_97	253.438	253.362	256.394690794628	228.694242507791
DEH1_15	1	G2F_98	235.222	227.473	238.705235393756	229.002418583118
ILH1_15	1	G2F_98	237.616	236.707	222.183881546861	231.7559775576
INH1_15	1	G2F_98	209.06	268.934	199.557082570477	235.527110720331
MNH1_15	1	G2F_98	224.39	227.831	240.825025411614	228.649120246808
NEH4_15	1	G2F_98	239.554	231.481	229.910738282817	230.468168101608
OHH1_15	1	G2F_98	238.509	255.925	221.548413516352	231.861888896019
ONH1_15	1	G2F_98	235.124	224.919	259.989370170586	225.45506278698
DEH1_15	1	G2F_99	228.345	218.913	224.151604927547	227.324701737174
ILH1_15	1	G2F_99	227.552	227.553	224.181475332765	227.320434536429
INH1_15	1	G2F_99	182.442	209.483	198.104865763002	231.045664474967
MNH1_15	1	G2F_99	220.607	222.425	209.825025411614	229.371355953736
NEH4_15	1	G2F_99	229.689	222.036	230.039402212604	226.483587839309
OHH1_15	1	G2F_99	227.037	235.328	232.260143719073	226.166339052671
ONH1_15	1	G2F_99	232.828	218.674	234.985734831254	225.776968893788
ONH2_15	1	G2F_99	254.108	270.224	261.876264889909	221.935464599694
ILH1_15	1	G2F_105	222.208	222.516	212.355719297841	228.409619851156
MNH1_15	1	G2F_105	204.924	210.993	223.000130619483	225.748517020746
OHH1_15	1	G2F_105	220.189	227.693	220.919700048411	226.268624663514
ONH1_15	1	G2F_105	227.197	214.221	217.48018864649	227.128502513994
ONH2_15	1	G2F_105	205.551	217.095	252.238460090242	218.438934653056
ILH1_15	1	G2F_106	213.573	215.283	209.780644958231	218.232761517232
MNH1_15	1	G2F_106	200.223	208.106	218.000246667812	216.588841175316
NEH4_15	1	G2F_106	215.676	212.499	210.423103524027	218.104269804073
OHH1_15	1	G2F_106	215.014	221.261	205.766929112166	219.035504686445
ONH1_15	1	G2F_106	217.242	208.659	217.486410588016	216.691608391275
ONH2_15	1	G2F_106	205.49	181.69	239.48711769414	212.29146697005
ILH1_15	1	G2F_107	232.097	231.927	245.425367508215	238.106213454073
MNH1_15	1	G2F_107	235.899	238.132	216.825636711278	245.256146153307
NEH4_15	1	G2F_107	236.663	229.33	239.942876324812	239.476836249923
OHH1_15	1	G2F_107	235.088	240.905	237.530422865098	240.079949614852
ONH2_15	1	G2F_107	313.221	272.622	258.125917915102	234.931075852351
ILH1_15	1	G2F_108	232.281	233.427	240.089348939755	236.341885368289
MNH1_15	1	G2F_108	235.595	236.002	217.825636711278	240.794627813985
