env_code	Date	Tmax	Tmin	DL	GDD	PTT	PTR	PTS
IA13	20130929	74	50	12.75	12	153	0.941176471	483786
IA13	20130930	76	50	12.7	13	165.1	1.023622047	528386.04
IA13	20131001	81	55	12.65	18	227.7	1.422924901	565839.56
IA13	20131002	83	50	12.62	16.5	208.23	1.307448494	699011.4516
IA14	20140610	72	58	16.33	15	244.95	0.918554807	485337.398
IA14	20140611	80	56	16.33	18	293.94	1.102265769	870407.2896
IA14	20140612	80	60	16.35	20	327	1.22324159	748503
IA14	20140613	74	50	16.35	12	196.2	0.733944954	795551.76
IA14	20140614	81	55	16.37	18	294.66	1.099572389	947566.3184
IA14	20140615	81	66	16.37	23.5	384.695	1.435552841	590889.0645
IA14	20140616	82	59	16.38	20.5	335.79	1.251526252	870111.1692
IA14	20140617	86	62	16.38	24	393.12	1.465201465	953017.2288
IA14	20140618	85	67	16.38	26	425.88	1.587301587	734080.8384
IA14	20140619	85	72	16.4	28.5	467.4	1.737804878	548947.36
IA14	20140620	85	61	16.4	23	377.2	1.402439024	942435.84
IA14	20140621	86	66	16.4	26	426.4	1.585365854	817638.4
IA14	20140622	83	64	16.38	23.5	384.93	1.434676435	749374.1892
IA14	20140623	79	62	16.4	20.5	336.2	1.25	644697.12
IA14	20140624	80	62	16.4	21	344.4	1.280487805	687461.76
IA14	20140625	83	62	16.4	22.5	369	1.37195122	818983.2
IA14	20140626	84	67	16.38	25.5	417.69	1.556776557	688737.3948
IA14	20140627	76	66	16.38	21	343.98	1.282051282	380992.248
IA14	20140628	83	70	16.37	26.5	433.805	1.618814905	533006.0541
IA14	20140629	80	61	16.37	20.5	335.585	1.252290776	717910.1151
IA14	20140630	79	65	16.33	22	359.26	1.347213717	537604.5024
IA14	20140701	74	60	16.33	17	277.61	1.041028781	500270.8564
IA14	20140702	73	53	16.32	13	212.16	0.796568627	671182.848
IA14	20140703	73	52	16.32	12.5	204	0.765931373	699148.8
IA14	20140704	77	52	16.28	14.5	236.06	0.890663391	854748.84
IA14	20140705	77	62	16.27	19.5	317.265	1.198524892	551926.3965
IA14	20140706	86	67	16.27	26.5	431.155	1.628764597	769520.4003
IA14	20140707	87	66	16.23	26.5	430.095	1.632778805	846345.6477
IA14	20140708	81	62	16.22	21.5	348.73	1.325524044	714811.1828
IA14	20140709	78	56	16.18	17	275.06	1.050679852	771763.9952
IA14	20140710	81	59	16.18	20	323.6	1.236093943	806320.592
IA14	20140711	81	64	16.15	22.5	363.375	1.393188854	642927.4625
IA14	20140712	79	68	16.13	23.5	379.055	1.456912585	420706.0473
IA14	20140713	81	63	16.1	22	354.2	1.366459627	671872.32
IA14	20140714	81	59	16.07	20	321.4	1.244555072	795394.292
IA14	20140715	70	51	16.05	10.5	168.525	0.654205607	592228.1475
IA14	20140716	72	54	16.02	13	208.26	0.811485643	582060.4272
IA14	20140717	76	54	15.98	15	239.7	0.938673342	730330.744
IA14	20140718	77	57	15.95	17	271.15	1.065830721	681798.7
IA14	20140719	79	62	15.93	20.5	326.565	1.2868801	608274.4653
IA14	20140720	82	62	15.92	22	350.24	1.381909548	729925.632
IA14	20140721	88	67	15.88	27.5	436.7	1.731738035	820827.672
IA14	20140722	88	76	15.83	32	506.56	2.021478206	493158.9552
IA14	20140723	85	60	15.8	22.5	355.5	1.424050633	904945
IA14	20140724	79	60	15.77	19.5	307.515	1.236525048	656797.9489
IA14	20140725	78	62	15.73	20	314.6	1.271455817	554249.696
IA14	20140726	79	68	15.7	23.5	368.95	1.496815287	398574.33
IA14	20140727	82	63	15.65	22.5	352.125	1.437699681	674761.4875
IA14	20140728	72	58	15.62	15	234.3	0.960307298	444051.608
IA14	20140729	76	56	15.58	16	249.28	1.026957638	640824.096
IA14	20140730	77	57	15.55	17	264.35	1.093247588	648030.7
IA14	20140731	80	56	15.52	18	279.36	1.159793814	786200.9856
IA14	20140801	80	57	15.48	18.5	286.38	1.195090439	755075.3904
IA14	20140802	82	57	15.43	19.5	300.885	1.263771873	827345.0275
IA14	20140803	83	62	15.38	22.5	346.05	1.462938882	720277.698
IA14	20140804	84	64	15.35	24	368.4	1.563517915	697442.6
IA14	20140805	84	62	15.3	23	351.9	1.503267974	751897.08
IA14	20140806	78	64	15.27	21	320.67	1.37524558	463547.7252
IA14	20140807	69	66	15.23	17.5	266.525	1.149047932	93940.9245
IA14	20140808	77	63	15.18	20	303.6	1.317523057	451647.504
IA14	20140809	78	64	15.15	21	318.15	1.386138614	456290.73
IA14	20140810	78	63	15.1	20.5	309.55	1.357615894	482241.15
IA14	20140811	76	63	15.05	19.5	293.475	1.295681063	409290.0175
IA14	20140812	76	54	15	15	225	1	643500
IA14	20140813	78	57	14.97	17.5	261.975	1.169004676	635326.0515
IA14	20140814	79	58	14.92	18.5	276.02	1.239946381	640438.6128
IA14	20140815	78	65	14.88	21.5	319.92	1.444892473	411609.3696
IA14	20140816	77	65	14.83	21	311.43	1.41604855	374758.8456
IA14	20140817	83	63	14.8	23	340.4	1.554054054	639596.8
IA14	20140818	85	66	14.73	25.5	375.615	1.731160896	622495.2501
IA14	20140819	85	66	14.7	25.5	374.85	1.734693878	619962.21
IA14	20140820	82	64	14.65	23	336.95	1.56996587	564027.93
IA14	20140821	84	72	14.6	28	408.8	1.917808219	399035.52
IA14	20140822	86	70	14.57	28	407.96	1.921757035	529863.1104
IA14	20140823	85	70	14.52	27.5	399.3	1.893939394	490180.68
IA14	20140824	90	71	14.47	30.5	441.335	2.107809261	640496.1731
IA14	20140825	90	70	14.43	30	432.9	2.079002079	666319.68
IA14	20140826	84	62	14.37	23	330.51	1.600556715	663268.0428
IA14	20140827	75	63	14.32	19	272.08	1.326815642	339583.3344
IA14	20140828	74	64	14.28	19	271.32	1.330532213	281407.392
IA14	20140829	82	65	14.23	23.5	334.405	1.651440618	506029.7571
IA14	20140830	77	65	14.18	21	297.78	1.480959097	342627.3696
IA14	20140831	84	62	14.13	23	324.99	1.627742392	641297.9628
IA14	20140901	82	64	14.1	23	324.3	1.631205674	522472.68
IA14	20140902	77	58	14.05	17.5	245.875	1.245551601	506337.4125
IA14	20140903	82	58	14	20	280	1.428571429	658560
IA14	20140904	89	72	13.93	30.5	424.865	2.189519024	531100.8913
IA14	20140905	90	58	13.9	24	333.6	1.726618705	915042.56
IA14	20140906	71	50	13.85	10.5	145.425	0.758122744	487420.9725
IA14	20140907	73	51	13.8	12	165.6	0.869565217	519520.32
IA14	20140908	73	52	13.75	12.5	171.875	0.909090909	496289.0625
IA14	20140909	72	63	13.72	17.5	240.1	1.275510204	228709.656
IA14	20140910	67	58	13.67	12.5	170.875	0.914411119	210227.5125
IA14	20140911	59	50	13.62	4.5	61.29	0.330396476	181979.8164
IA14	20140912	55	50	13.57	2.5	33.925	0.184229919	96676.0725
IA14	20140913	58	50	13.52	4	54.08	0.295857988	157930.9056
IA14	20140914	68	50	13.48	9	121.32	0.667655786	385952.8896
IA14	20140915	67	50	13.43	8.5	114.155	0.632911392	358745.7861
IA14	20140916	65	50	13.37	7.5	100.275	0.560957367	308355.6525
IA14	20140917	72	50	13.32	11	146.52	0.825825826	476201.7216
IA14	20140918	73	50	13.28	11.5	152.72	0.865963855	498917.9136
IA14	20140919	78	53	13.23	15.5	205.065	1.171579743	573232.7475
IA14	20140920	82	63	13.18	22.5	296.55	1.707132018	478577.662
IA14	20140921	71	53	13.13	12	157.56	0.913937548	384789.8808
IA14	20140922	72	50	13.08	11	143.88	0.840978593	459195.8976
IA14	20140923	72	50	13.05	11	143.55	0.842911877	457091.91
IA14	20140924	68	55	13	11.5	149.5	0.884615385	270231
IA14	20140925	77	57	12.95	17	220.15	1.312741313	449442.7
IA14	20140926	80	57	12.9	18.5	238.65	1.434108527	524357.91
IA14	20140927	80	60	12.87	20	257.4	1.554001554	463783.32
IA14	20140928	81	58	12.82	19.5	249.99	1.521060842	525434.6228
IA14	20140929	80	59	12.77	19.5	249.015	1.527016445	476009.7951
IA14	20140930	79	52	12.72	15.5	197.16	1.218553459	572280.9408
IA14	20141001	67	54	12.67	10.5	133.035	0.828729282	252511.9597
IA14	20141002	69	59	12.62	14	176.68	1.109350238	203858.432
IA14	20141003	64	50	12.57	7	87.99	0.556881464	252175.8204
IA14	20141004	51	50	12.53	0.5	6.265	0.03990423	15857.0909
IA14	20141005	63	50	12.48	6.5	81.12	0.520833333	228797.3376
IA14	20141006	62	50	12.43	6	74.58	0.482703138	207654.5856
IA14	20141007	66	50	12.4	8	99.2	0.64516129	285378.56
IA14	20141008	69	50	12.35	9.5	117.325	0.769230769	344853.3725
IA14	20141009	69	50	12.3	9.5	116.85	0.772357724	342066.69
PR14S	20140605	87.8	75.2	13.97	31.5	440.055	2.254831782	400821.4564
PR14S	20140606	87.8	75.2	13.97	31.5	440.055	2.254831782	400821.4564
PR14S	20140607	89.6	75.2	13.98	32.4	452.952	2.317596567	463803.522
PR14S	20140608	87.8	73.4	13.98	30.6	427.788	2.188841202	453671.8917
PR14S	20140609	83.3	74.3	13.98	28.8	402.624	2.060085837	277212.6634
PR14S	20140610	78.8	75.2	14	27	378	1.928571429	108662.4
PR14S	20140611	84.2	71.6	14	27.9	390.6	1.992857143	384763.68
PR14S	20140612	89.6	75.2	14	32.4	453.6	2.314285714	465131.52
PR14S	20140613	89.6	73.4	14.02	31.5	441.63	2.2467903	519037.3922
PR14S	20140614	91.4	75.2	14.02	33.3	466.866	2.375178317	530500.7948
PR14S	20140615	82.4	77	14	29.7	415.8	2.121428571	168708.96
PR14S	20140616	91.4	80.6	14.02	36	504.72	2.567760342	365130.599
PR14S	20140617	89.6	73.4	14.02	31.5	441.63	2.2467903	519037.3922
PR14S	20140618	87.8	77	14.02	32.4	454.248	2.310984308	349846.0623
PR14S	20140619	89.6	73.4	14.02	31.5	441.63	2.2467903	519037.3922
PR14S	20140620	91.4	75.2	14.03	33.3	467.199	2.373485388	531257.8418
PR14S	20140621	91.4	80.6	14.02	36	504.72	2.567760342	365130.599
PR14S	20140622	84.2	77.9	14.02	31.05	435.321	2.214693295	200733.3773
PR14S	20140623	84.2	77.9	14.02	31.05	435.321	2.214693295	200733.3773
PR14S	20140624	77	75.2	14.02	26.1	365.922	1.861626248	53849.68718
PR14S	20140625	77	75.2	14	26.1	365.4	1.864285714	53696.16
PR14S	20140626	89.6	75.2	14.02	32.4	454.248	2.310984308	466461.4164
PR14S	20140627	91.4	77	14.02	34.2	479.484	2.439372325	476651.1076
PR14S	20140628	89.6	78.8	14.02	34.2	479.484	2.439372325	357488.3307
PR14S	20140629	89.6	75.2	14	32.4	453.6	2.314285714	465131.52
PR14S	20140630	89.6	77	14	33.3	466.2	2.378571429	411435.36
PR14S	20140701	84.2	75.2	14	29.7	415.8	2.121428571	281181.6
PR14S	20140702	89.6	75.2	13.98	32.4	452.952	2.317596567	463803.522
PR14S	20140703	89.6	75.2	13.98	32.4	452.952	2.317596567	463803.522
PR14S	20140704	91.4	75.2	13.98	33.3	465.534	2.381974249	527478.0044
PR14S	20140705	91.4	73.4	13.97	32.4	452.628	2.319255548	578925.2938
PR14S	20140706	89.6	75.2	13.97	32.4	452.628	2.319255548	463140.235
PR14S	20140707	89.6	78.8	13.97	34.2	477.774	2.448103078	354943.032
PR14S	20140708	89.6	78.8	13.95	34.2	477.09	2.451612903	353927.4588
PR14S	20140709	91.4	75.2	13.95	33.3	464.535	2.387096774	525216.5793
PR14S	20140710	91.4	78.8	13.93	35.1	488.943	2.519741565	416133.1689
PR14S	20140711	89.6	78.8	13.93	34.2	476.406	2.455132807	352913.3405
PR14S	20140712	82.4	77	13.93	29.7	413.721	2.132089017	167026.0881
PR14S	20140713	78.8	75.2	13.92	27	375.84	1.939655172	107424.0922
PR14S	20140714	78.8	73.4	13.9	26.1	362.79	1.877697842	158795.4348
PR14S	20140715	78.8	75.2	13.9	27	375.3	1.942446043	107115.624
PR14S	20140716	87.8	75.2	13.88	31.5	437.22	2.26945245	395673.6067
PR14S	20140717	89.6	77	13.88	33.3	462.204	2.399135447	404412.4103
PR14S	20140718	89.6	77	13.88	33.3	462.204	2.399135447	404412.4103
PR14S	20140719	89.6	75.2	13.85	32.4	448.74	2.339350181	455217.8112
PR14S	20140720	89.6	77	13.85	33.3	461.205	2.40433213	402666.1191
PR14S	20140721	91.4	78.8	13.83	35.1	485.433	2.537960954	410179.9814
PR14S	20140722	89.6	73.4	13.83	31.5	435.645	2.277657267	505064.6573
PR14S	20140723	91.4	75.2	13.82	33.3	460.206	2.409551375	515473.2082
PR14S	20140724	91.4	80.6	13.8	36	496.8	2.608695652	353761.344
PR14S	20140725	93.2	78.8	13.8	36	496.8	2.608695652	471681.792
PR14S	20140726	91.4	80.6	13.77	36	495.72	2.614379085	352224.923
PR14S	20140727	91.4	77	13.77	34.2	470.934	2.483660131	459803.698
PR14S	20140728	91.4	75.2	13.75	33.3	457.875	2.421818182	510264.5625
PR14S	20140729	87.8	75.2	13.73	31.5	432.495	2.294246176	387167.794
PR14S	20140730	89.6	75.2	13.73	32.4	444.852	2.359796067	447363.7332
PR14S	20140731	89.6	86	13.72	37.8	518.616	2.755102041	118996.7869
PR14S	20140801	89.6	78.8	13.7	34.2	468.54	2.496350365	341355.5568
PR14S	20140802	84.2	75.2	13.68	29.7	406.296	2.171052632	268474.487
PR14S	20140803	80.6	78.8	13.68	29.7	406.296	2.171052632	53694.89741
PR14S	20140804	78.8	75.2	13.65	27	368.55	1.978021978	103297.194
PR14S	20140805	82.4	78.8	13.65	30.6	417.69	2.241758242	108126.6732
PR14S	20140806	86	78.8	13.63	32.4	441.612	2.377109318	220435.4385
PR14S	20140807	89.6	78.8	13.6	34.2	465.12	2.514705882	336390.4512
PR14S	20140808	82.4	77	13.6	29.7	403.92	2.183823529	159206.1696
PR14S	20140809	87.8	75.2	13.58	31.5	427.77	2.319587629	378754.4023
PR14S	20140810	89.6	75.2	13.57	32.4	439.668	2.387619749	436997.9451
PR14S	20140811	91.4	75.2	13.55	33.3	451.215	2.457564576	495528.4593
PR14S	20140812	91.4	78.8	13.53	35.1	474.903	2.594235033	392577.7613
PR14S	20140813	91.4	78.8	13.52	35.1	474.552	2.596153846	391997.6686
PR14S	20140814	91.4	78.8	13.5	35.1	473.85	2.6	390838.77
PR14S	20140815	89.6	78.8	13.48	34.2	461.016	2.537091988	330480.3387
PR14S	20140816	91.4	77	13.48	34.2	461.016	2.537091988	440640.4516
PR14S	20140817	91.4	78.8	13.45	35.1	472.095	2.609665428	387949.0293
PR14S	20140818	91.4	77	13.43	34.2	459.306	2.546537602	437377.6679
PR14S	20140819	80.6	75.2	13.43	27.9	374.697	2.07743857	151744.5977
PR14S	20140820	77	75.2	13.42	26.1	350.262	1.94485842	49339.20974
PR14S	20140821	91.4	75.2	13.38	33.3	445.554	2.488789238	483172.5336
PR14S	20140822	91.4	78.8	13.37	35.1	469.287	2.625280479	383347.7472
PR14S	20140823	86	75.2	13.37	30.6	409.122	2.288706058	311208.6126
PR14S	20140824	89.6	77	13.35	33.3	444.555	2.494382022	374117.5431
PR14S	20140825	89.6	77	13.32	33.3	443.556	2.5	372438.0052
PR14S	20140826	91.4	77.9	13.3	34.65	460.845	2.605263158	404290.9395
PR14S	20140827	93.2	78.8	13.28	36	478.08	2.710843373	436804.4851
PR14S	20140828	89.6	80.6	13.28	35.1	466.128	2.643072289	270145.7971
PR14S	20140829	89.6	75.2	13.27	32.4	429.948	2.441597589	417889.5828
PR14S	20140830	89.6	75.2	13.23	32.4	428.652	2.448979592	415374.0756
PR14S	20140831	87.8	77	13.22	32.4	428.328	2.450832073	311059.7891
PR14S	20140901	89.6	75.2	13.2	32.4	427.68	2.454545455	413492.4288
PR14S	20140902	89.6	75.2	13.2	32.4	427.68	2.454545455	413492.4288
PR14S	20140903	91.4	77	13.18	34.2	450.756	2.594840668	421245.6215
PR14S	20140904	84.2	78.8	13.15	31.5	414.225	2.395437262	152206.3845
PR14S	20140905	91.4	75.2	13.13	33.3	437.229	2.536176695	465285.4413
PR14S	20140906	91.4	75.2	13.12	33.3	436.896	2.538109756	464576.9748
PR14S	20140907	87.8	73.4	13.1	30.6	400.86	2.335877863	398354.8608
PR14S	20140908	89.6	75.2	13.08	32.4	423.792	2.47706422	406008.5576
PR14S	20140909	86	73.4	13.07	29.7	388.179	2.272379495	343091.5622
PR14S	20140910	84.2	75.2	13.05	29.7	387.585	2.275862069	244315.9665
PR14S	20140911	89.6	75.2	13.03	32.4	422.172	2.486569455	402910.4494
PR14S	20140912	89.6	75.2	13.02	32.4	421.848	2.488479263	402292.2516
PR14S	20140913	91.4	75.2	13	33.3	432.9	2.561538462	456117.48
PR14S	20140914	91.4	75.2	12.98	33.3	432.234	2.565485362	454715.1212
PR14S	20140915	89.6	71.6	12.97	30.6	396.882	2.359290671	488109.7634
PR14S	20140916	89.6	71.6	12.95	30.6	396.27	2.362934363	486605.574
PR14S	20140917	89.6	75.2	12.93	32.4	418.932	2.505800464	396749.8299
PR14S	20140918	91.4	73.4	12.92	32.4	418.608	2.507739938	495170.473
PR14S	20140919	91.4	78.8	12.9	35.1	452.79	2.720930233	356869.5732
PR14S	20140920	91.4	75.2	12.88	33.3	428.904	2.585403727	447735.714
PR14S	20140921	89.6	77	12.87	33.3	428.571	2.587412587	347698.355
PR14S	20140922	91.4	73.4	12.83	32.4	415.692	2.525331255	488295.841
PR14S	20140923	78.8	77	12.82	27.9	357.678	2.176287051	46090.98706
PR14S	20140924	78.8	75.2	12.82	27	346.14	2.106084243	91116.97056
PR14S	20140925	89.6	73.4	12.8	31.5	403.2	2.4609375	432635.904
PR14S	20140926	89.6	71.6	12.78	30.6	391.068	2.394366197	473913.6854
PR14S	20140927	89.6	75.2	12.77	32.4	413.748	2.537196554	386991.5604
PR14S	20140928	87.8	77	12.73	32.4	412.452	2.545168892	288428.2335
PR14S	20140929	89.6	75.2	12.72	32.4	412.128	2.547169811	383967.019
PR14S	20140930	77	75.2	12.72	26.1	331.992	2.051886792	44326.28966
PR14S	20141001	87.8	77	12.7	32.4	411.48	2.551181102	287070.3936
PR14S	20141002	91.4	77	12.68	34.2	433.656	2.697160883	389890.8887
PR14S	20141003	78.8	75.2	12.67	27	342.09	2.131018153	88997.22216
PR14S	20141004	91.4	71.6	12.63	31.5	397.845	2.494061758	514824.8431
